xvals,yvals,upper,lower,factor,dx_variable,period,first_year,last_year
6,0.70593849752061,1.43799066656852,-0.0261136715272957,eci,eci,1962 - 2016,1962,2016
6.1,0.673026690047967,1.38465033424586,-0.0385969541499261,eci,eci,1962 - 2016,1962,2016
6.2,0.640114882575358,1.33148287948449,-0.0512531143337722,eci,eci,1962 - 2016,1962,2016
6.3,0.607203075102754,1.27850668490355,-0.0641005346980391,eci,eci,1962 - 2016,1962,2016
6.4,0.574291267630121,1.22574247708392,-0.0771599418236778,eci,eci,1962 - 2016,1962,2016
6.5,0.541379460157507,1.17320223109488,-0.0904433107798708,eci,eci,1962 - 2016,1962,2016
6.6,0.508467652684887,1.12091519685888,-0.103979891489105,eci,eci,1962 - 2016,1962,2016
6.7,0.475555845212229,1.06890242508512,-0.117790734660666,eci,eci,1962 - 2016,1962,2016
6.8,0.442644037739583,1.01719324642345,-0.131905170944281,eci,eci,1962 - 2016,1962,2016
6.9,0.40973223026696,0.965818162943228,-0.146353702409309,eci,eci,1962 - 2016,1962,2016
7,0.376820422794316,0.914807763662847,-0.161166918074215,eci,eci,1962 - 2016,1962,2016
7.1,0.343908615321695,0.864204263424945,-0.176387032781556,eci,eci,1962 - 2016,1962,2016
7.2,0.310996807849086,0.814049524026423,-0.192055908328251,eci,eci,1962 - 2016,1962,2016
7.3,0.278085000376502,0.764390984618023,-0.208220983865018,eci,eci,1962 - 2016,1962,2016
7.4,0.24517319290389,0.715280497243682,-0.224934111435903,eci,eci,1962 - 2016,1962,2016
7.5,0.212261385431302,0.666779416357025,-0.242256645494421,eci,eci,1962 - 2016,1962,2016
7.6,0.179349577958633,0.618952714542482,-0.260253558625215,eci,eci,1962 - 2016,1962,2016
7.7,0.146437770486016,0.571867526310879,-0.278991985338846,eci,eci,1962 - 2016,1962,2016
7.8,0.113525963013393,0.525603444923326,-0.29855151889654,eci,eci,1962 - 2016,1962,2016
7.9,0.0806141555408431,0.480242497362535,-0.319014186280848,eci,eci,1962 - 2016,1962,2016
8,0.0477023480681627,0.435870863543781,-0.340466167407456,eci,eci,1962 - 2016,1962,2016
8.1,0.0147905405955568,0.392578446924149,-0.362997365733035,eci,eci,1962 - 2016,1962,2016
8.2,-0.0181212668770396,0.350456936261747,-0.386699470015826,eci,eci,1962 - 2016,1962,2016
8.3,-0.0510330743497077,0.309596714614977,-0.411662863314392,eci,eci,1962 - 2016,1962,2016
8.4,-0.0839448818223213,0.270081358146774,-0.437971121791417,eci,eci,1962 - 2016,1962,2016
8.5,-0.116856689294904,0.231986662778636,-0.465700041368443,eci,eci,1962 - 2016,1962,2016
8.6,-0.149768496767546,0.19537910520988,-0.494916098744972,eci,eci,1962 - 2016,1962,2016
8.7,-0.182680304240128,0.160305161518538,-0.525665769998793,eci,eci,1962 - 2016,1962,2016
8.8,-0.215592111712763,0.12679418073175,-0.557978404157276,eci,eci,1962 - 2016,1962,2016
8.9,-0.24850391918538,0.0948544075061916,-0.591862245876952,eci,eci,1962 - 2016,1962,2016
9,-0.281415726657975,0.0644725305547229,-0.627303983870674,eci,eci,1962 - 2016,1962,2016
9.1,-0.314327534130647,0.0356147723812211,-0.664269840642514,eci,eci,1962 - 2016,1962,2016
9.2,-0.347239341603193,0.00822891943186499,-0.702707602638252,eci,eci,1962 - 2016,1962,2016
9.3,-0.380151149075817,-0.0177521698300645,-0.74255012832157,eci,eci,1962 - 2016,1962,2016
9.4,-0.413062956548464,-0.042407510315825,-0.783718402781103,eci,eci,1962 - 2016,1962,2016
9.5,-0.445974764021048,-0.0658233822153061,-0.826126145826791,eci,eci,1962 - 2016,1962,2016
9.6,-0.478886571493712,-0.0880903897680248,-0.8696827532194,eci,eci,1962 - 2016,1962,2016
9.7,-0.511798378966376,-0.109299205907118,-0.914297552025635,eci,eci,1962 - 2016,1962,2016
9.8,-0.544710186438893,-0.129539079924781,-0.959881292953005,eci,eci,1962 - 2016,1962,2016
9.9,-0.577621993911556,-0.148896990417834,-1.00634699740528,eci,eci,1962 - 2016,1962,2016
10,-0.610533801384176,-0.1674530152875,-1.05361458748085,eci,eci,1962 - 2016,1962,2016
10.1,-0.64344560885679,-0.185283105213358,-1.10160811250022,eci,eci,1962 - 2016,1962,2016
10.2,-0.67635741632941,-0.202455316970804,-1.15025951568802,eci,eci,1962 - 2016,1962,2016
10.3,-0.709269223802059,-0.219034640654687,-1.19950380694943,eci,eci,1962 - 2016,1962,2016
10.4,-0.742181031274654,-0.235076568856228,-1.24928549369308,eci,eci,1962 - 2016,1962,2016
10.5,-0.775092838747235,-0.250634809421279,-1.29955086807319,eci,eci,1962 - 2016,1962,2016
10.6,-0.808004646219886,-0.265754870874506,-1.35025442156527,eci,eci,1962 - 2016,1962,2016
10.7,-0.840916453692504,-0.28047840969057,-1.40135449769444,eci,eci,1962 - 2016,1962,2016
10.8,-0.873828261165123,-0.294842915998083,-1.45281360633216,eci,eci,1962 - 2016,1962,2016
10.9,-0.90674006863771,-0.308881763075777,-1.50459837419964,eci,eci,1962 - 2016,1962,2016
11,-0.939651876110315,-0.322625584397747,-1.55667816782288,eci,eci,1962 - 2016,1962,2016
11.1,-0.97256368358303,-0.33610025909532,-1.60902710807074,eci,eci,1962 - 2016,1962,2016
11.2,-1.00547549105563,-0.349329568695974,-1.66162141341529,eci,eci,1962 - 2016,1962,2016
11.3,-1.03838729852831,-0.362335160618812,-1.71443943643781,eci,eci,1962 - 2016,1962,2016
11.4,-1.07129910600086,-0.375136270336999,-1.76746194166471,eci,eci,1962 - 2016,1962,2016
11.5,-1.10421091347347,-0.387750197925739,-1.8206716290212,eci,eci,1962 - 2016,1962,2016
11.6,-1.13712272094601,-0.400192287007799,-1.87405315488421,eci,eci,1962 - 2016,1962,2016
11.7,-1.17003452841869,-0.412476755677071,-1.92759230116031,eci,eci,1962 - 2016,1962,2016
11.8,-1.20294633589134,-0.424615320894726,-1.98127735088796,eci,eci,1962 - 2016,1962,2016
11.9,-1.23585814336394,-0.436620090359157,-2.03509619636872,eci,eci,1962 - 2016,1962,2016
12,-1.26876995083655,-0.448501027560427,-2.08903887411268,eci,eci,1962 - 2016,1962,2016
6,-3.52489955405441,-2.0859412182841,-4.96385788982473,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
6.1,-3.55781136152704,-2.0964998198754,-5.01912290317867,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
6.2,-3.59072316899962,-2.10703074868816,-5.07441558931109,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
6.3,-3.62363497647232,-2.11753885960825,-5.1297310933364,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
6.4,-3.65654678394494,-2.12802002567255,-5.18507354221733,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
6.5,-3.68945859141756,-2.1384819392214,-5.24043524361373,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
6.6,-3.72237039889015,-2.14891881637042,-5.29582198140989,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
6.7,-3.75528220636277,-2.15933608798745,-5.35122832473808,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
6.8,-3.78819401383537,-2.16973283117038,-5.40665519650036,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
6.9,-3.82110582130805,-2.1801106084083,-5.46210103420779,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
7,-3.85401762878054,-2.19046826346211,-5.51756699409898,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
7.1,-3.88692943625319,-2.20081214840279,-5.57304672410359,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
7.2,-3.91984124372585,-2.21113383522408,-5.62854865222763,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
7.3,-3.95275305119856,-2.22144424078614,-5.68406186161097,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
7.4,-3.98566485867109,-2.23173346373926,-5.73959625360291,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
7.5,-4.01857666614373,-2.24201198864176,-5.7951413436457,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
7.6,-4.05148847361634,-2.25227387150019,-5.8507030757325,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
7.7,-4.08440028108904,-2.26252239190766,-5.90627817027041,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
7.8,-4.11731208856156,-2.27275590856343,-5.96186826855969,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
7.9,-4.1502238960342,-2.28297885275433,-6.01746893931408,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
8,-4.18313570350683,-2.29318664408517,-6.07308476292849,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
8.1,-4.21604751097944,-2.30338495608098,-6.1287100658779,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
8.2,-4.24895931845212,-2.31357132842483,-6.18434730847941,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
8.3,-4.2818711259247,-2.32374408689974,-6.23999816494966,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
8.4,-4.31478293339724,-2.33390724299243,-6.29565862380206,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
8.5,-4.34769474086997,-2.34406009789968,-6.35132938384026,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
8.6,-4.38060654834254,-2.3542011862873,-6.40701191039777,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
8.7,-4.41351835581519,-2.36433485180822,-6.46270185982215,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
8.8,-4.4464301632878,-2.3744591714799,-6.51840115509571,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
8.9,-4.47934197076039,-2.3845729549001,-6.57411098662068,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
9,-4.51225377823299,-2.39467577021744,-6.62983178624855,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
9.1,-4.54516558570572,-2.40477336179353,-6.68555780961791,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
9.2,-4.57807739317822,-2.41486235676533,-6.74129242959112,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
9.3,-4.61098920065091,-2.42494015458355,-6.79703824671827,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
9.4,-4.64390100812349,-2.43501333463519,-6.85278868161179,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
9.5,-4.67681281559608,-2.44507912912095,-6.9085465020712,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
9.6,-4.70972462306874,-2.45513373984989,-6.96431550628759,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
9.7,-4.74263643054125,-2.46518381285954,-7.02008904822297,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
9.8,-4.77554823801396,-2.47522849854124,-7.07586797748668,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
9.9,-4.80846004548659,-2.48526616404601,-7.13165392692717,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
10,-4.84137185295914,-2.49529440637243,-7.18744929954585,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
10.1,-4.8742836604318,-2.50531786709697,-7.24324945376663,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
10.2,-4.90719546790442,-2.51533559556067,-7.29905534024817,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
10.3,-4.9401072753771,-2.52534523746456,-7.35486931328963,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
10.4,-4.9730190828496,-2.53535219261639,-7.41068597308282,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
10.5,-5.00593089032233,-2.54535339156526,-7.4665083890794,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
10.6,-5.0388426977949,-2.55534731748612,-7.52233807810369,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
10.7,-5.07175450526744,-2.56533528331798,-7.5781737272169,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
10.8,-5.10466631274018,-2.57531984007575,-7.6340127854046,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
10.9,-5.13757812021279,-2.58529889963783,-7.68985734078775,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
11,-5.1704899276853,-2.59527313392864,-7.74570672144196,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
11.1,-5.20340173515794,-2.60524134548504,-7.80156212483084,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
11.2,-5.23631354263062,-2.61520547533603,-7.8574216099252,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
11.3,-5.26922535010328,-2.62516703926859,-7.91328366093798,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
11.4,-5.3021371575759,-2.63512154711252,-7.96915276803928,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
11.5,-5.3350489650485,-2.64507265330406,-8.02502527679295,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
11.6,-5.36796077252106,-2.65502041986683,-8.08090112517529,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
11.7,-5.40087257999375,-2.66496268192832,-8.13678247805919,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
11.8,-5.43378438746637,-2.67490165090661,-8.19266712402613,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
11.9,-5.46669619493901,-2.68483606440266,-8.24855632547536,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
12,-5.49960800241159,-2.69476711586662,-8.30444888895656,GDP_pc_PPP_log,GDP,1962 - 2016,1962,2016
6,0.793208089600582,1.57490885413995,0.0115073250612165,eci,eci,1963 - 2016,1963,2016
6.1,0.764440904041859,1.52564667080664,0.00323513727707481,eci,eci,1963 - 2016,1963,2016
6.2,0.73567371848337,1.47658253435515,-0.00523509738841532,eci,eci,1963 - 2016,1963,2016
6.3,0.706906532924736,1.42773690165181,-0.0139238358023404,eci,eci,1963 - 2016,1963,2016
6.4,0.678139347366165,1.379128027898,-0.0228493331656723,eci,eci,1963 - 2016,1963,2016
6.5,0.649372161807602,1.33077631118472,-0.0320319875695108,eci,eci,1963 - 2016,1963,2016
6.6,0.620604976248939,1.28270496696139,-0.041495014463512,eci,eci,1963 - 2016,1963,2016
6.7,0.591837790690402,1.23493760827416,-0.051262026893357,eci,eci,1963 - 2016,1963,2016
6.8,0.563070605131807,1.18750482742703,-0.0613636171634127,eci,eci,1963 - 2016,1963,2016
6.9,0.534303419573205,1.14043515229386,-0.0718283131474465,eci,eci,1963 - 2016,1963,2016
7,0.505536234014657,1.09376440081507,-0.0826919327857563,eci,eci,1963 - 2016,1963,2016
7.1,0.476769048456028,1.04752942182638,-0.0939913249143187,eci,eci,1963 - 2016,1963,2016
7.2,0.448001862897522,1.00176948535604,-0.105765759560995,eci,eci,1963 - 2016,1963,2016
7.3,0.419234677338897,0.956531990402288,-0.118062635724496,eci,eci,1963 - 2016,1963,2016
7.4,0.390467491780255,0.911867299112168,-0.130932315551657,eci,eci,1963 - 2016,1963,2016
7.5,0.361700306221759,0.867824888372258,-0.14442427592874,eci,eci,1963 - 2016,1963,2016
7.6,0.332933120663134,0.824467395083274,-0.158601153757006,eci,eci,1963 - 2016,1963,2016
7.7,0.304165935104466,0.781858105089963,-0.173526234881032,eci,eci,1963 - 2016,1963,2016
7.8,0.2753987495459,0.740059091492502,-0.189261592400701,eci,eci,1963 - 2016,1963,2016
7.9,0.246631563987289,0.69914313780395,-0.205880009829373,eci,eci,1963 - 2016,1963,2016
8,0.217864378428739,0.659182858993453,-0.223454102135974,eci,eci,1963 - 2016,1963,2016
8.1,0.189097192870161,0.620253323945775,-0.242058938205453,eci,eci,1963 - 2016,1963,2016
8.2,0.160330007311511,0.582428435358997,-0.261768420735975,eci,eci,1963 - 2016,1963,2016
8.3,0.131562821752947,0.545780614990797,-0.282654971484902,eci,eci,1963 - 2016,1963,2016
8.4,0.102795636194369,0.510378241208687,-0.304786968819949,eci,eci,1963 - 2016,1963,2016
8.5,0.0740284506357661,0.476282904269,-0.328226002997468,eci,eci,1963 - 2016,1963,2016
8.6,0.0452612650771682,0.443547315523,-0.353024785368664,eci,eci,1963 - 2016,1963,2016
8.7,0.0164940795186151,0.412212200754685,-0.379224041717455,eci,eci,1963 - 2016,1963,2016
8.8,-0.0122731060400201,0.382305089892334,-0.406851301972374,eci,eci,1963 - 2016,1963,2016
8.9,-0.0410402915986019,0.353838094049811,-0.435918677247015,eci,eci,1963 - 2016,1963,2016
9,-0.0698074771572377,0.326807751604446,-0.466422705918921,eci,eci,1963 - 2016,1963,2016
9.1,-0.0985746627157673,0.301195541556632,-0.498344866988167,eci,eci,1963 - 2016,1963,2016
9.2,-0.12734184827434,0.276968484899474,-0.531652181448154,eci,eci,1963 - 2016,1963,2016
9.3,-0.156109033832981,0.254080527736896,-0.566298595402858,eci,eci,1963 - 2016,1963,2016
9.4,-0.184876219391643,0.232474964731846,-0.602227403515132,eci,eci,1963 - 2016,1963,2016
9.5,-0.21364340495016,0.21208694278295,-0.639373752683271,eci,eci,1963 - 2016,1963,2016
9.6,-0.242410590508763,0.192846389806071,-0.677667570823596,eci,eci,1963 - 2016,1963,2016
9.7,-0.271177776067336,0.174679743593393,-0.717035295728064,eci,eci,1963 - 2016,1963,2016
9.8,-0.299944961625927,0.157512517117969,-0.757402440369823,eci,eci,1963 - 2016,1963,2016
9.9,-0.328712147184526,0.141269843692977,-0.798694138062028,eci,eci,1963 - 2016,1963,2016
10,-0.357479332743131,0.125881074808709,-0.840839740294972,eci,eci,1963 - 2016,1963,2016
10.1,-0.386246518301704,0.111276361993103,-0.88376939859651,eci,eci,1963 - 2016,1963,2016
10.2,-0.415013703860273,0.0973911679319863,-0.927418575652532,eci,eci,1963 - 2016,1963,2016
10.3,-0.443780889418882,0.0841645396973831,-0.971726318535147,eci,eci,1963 - 2016,1963,2016
10.4,-0.472548074977486,0.0715402701344575,-1.01663642008943,eci,eci,1963 - 2016,1963,2016
10.5,-0.5013152605361,0.059466042543373,-1.06209656361557,eci,eci,1963 - 2016,1963,2016
10.6,-0.530082446094639,0.0478944720951345,-1.10805936428441,eci,eci,1963 - 2016,1963,2016
10.7,-0.558849631653237,0.0367816696503601,-1.15448093295683,eci,eci,1963 - 2016,1963,2016
10.8,-0.587616817211809,0.0260883469703737,-1.20132198139399,eci,eci,1963 - 2016,1963,2016
10.9,-0.616384002770425,0.0157783426639507,-1.2485463482048,eci,eci,1963 - 2016,1963,2016
11,-0.645151188329038,0.00581901196432688,-1.2961213886224,eci,eci,1963 - 2016,1963,2016
11.1,-0.673918373887623,-0.00381873872716942,-1.34401800904808,eci,eci,1963 - 2016,1963,2016
11.2,-0.702685559446217,-0.0131621801102836,-1.39220893878215,eci,eci,1963 - 2016,1963,2016
11.3,-0.731452745004809,-0.0222352107430962,-1.44067027926652,eci,eci,1963 - 2016,1963,2016
11.4,-0.760219930563348,-0.0310597514378707,-1.48938010968882,eci,eci,1963 - 2016,1963,2016
11.5,-0.788987116121959,-0.0396556349341473,-1.53831859730977,eci,eci,1963 - 2016,1963,2016
11.6,-0.817754301680548,-0.0480414088634971,-1.5874671944976,eci,eci,1963 - 2016,1963,2016
11.7,-0.846521487239146,-0.056232571451421,-1.63681040302687,eci,eci,1963 - 2016,1963,2016
11.8,-0.875288672797746,-0.0642441687116233,-1.68633317688387,eci,eci,1963 - 2016,1963,2016
11.9,-0.904055858356296,-0.072088927928704,-1.73602278878389,eci,eci,1963 - 2016,1963,2016
12,-0.932823043914917,-0.079780690885359,-1.78586539694448,eci,eci,1963 - 2016,1963,2016
6,-2.76340960976698,-1.40597437714411,-4.12084484238985,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
6.1,-2.79217679532555,-1.41180139591092,-4.17255219474017,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
6.2,-2.82094398088417,-1.41759771141241,-4.22429025035594,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
6.3,-2.84971116644269,-1.4233652306854,-4.27605710219998,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
6.4,-2.87847835200131,-1.42910528780459,-4.32785141619802,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
6.5,-2.90724553755989,-1.43481889695376,-4.37967217816602,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
6.6,-2.93601272311846,-1.44050761873621,-4.4315178275007,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
6.7,-2.96477990867712,-1.44617213056917,-4.48338768678507,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
6.8,-2.99354709423571,-1.45181407251559,-4.53528011595583,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
6.9,-3.02231427979427,-1.45743402620298,-4.58719453338556,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
7,-3.05108146535287,-1.46303317076662,-4.63912975993912,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
7.1,-3.07984865091144,-1.46861226724353,-4.69108503457935,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
7.2,-3.10861583647008,-1.4741722496315,-4.74305942330867,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
7.3,-3.1373830220286,-1.47971397884014,-4.79505206521705,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
7.4,-3.16615020758718,-1.48523798134231,-4.84706243383206,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
7.5,-3.19491739314583,-1.49074514681541,-4.89908963947625,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
7.6,-3.22368457870445,-1.49623609221469,-4.95113306519421,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
7.7,-3.25245176426303,-1.50171181596762,-5.00319171255843,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
7.8,-3.28121894982164,-1.50717240515037,-5.05526549449292,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
7.9,-3.30998613538021,-1.51261858290811,-5.10735368785231,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
8,-3.3387533209388,-1.51805098262324,-5.15945565925435,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
8.1,-3.36752050649735,-1.5234704498057,-5.21157056318901,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
8.2,-3.39628769205595,-1.52887685377321,-5.26369853033869,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
8.3,-3.42505487761453,-1.5342710084779,-5.31583874675115,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
8.4,-3.45382206317316,-1.53965328853797,-5.36799083780834,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
8.5,-3.48258924873174,-1.545024201205,-5.42015429625848,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
8.6,-3.51135643429038,-1.55038390544756,-5.4723289631332,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
8.7,-3.54012361984889,-1.55573359293712,-5.52451364676066,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
8.8,-3.56889080540755,-1.56107248423441,-5.5767091265807,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
8.9,-3.59765799096608,-1.56640174865743,-5.62891423327474,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
9,-3.62642517652472,-1.57172127320288,-5.68112907984656,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
9.1,-3.65519236208323,-1.57703165650472,-5.73335306766174,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
9.2,-3.6839595476419,-1.58233326918058,-5.78558582610322,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
9.3,-3.71272673320044,-1.58762622182818,-5.83782724457271,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
9.4,-3.74149391875908,-1.5929105931541,-5.89007724436407,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
9.5,-3.77026110431761,-1.5981871327639,-5.94233507587132,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
9.6,-3.79902828987631,-1.60345554813916,-5.99460103161346,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
9.7,-3.82779547543487,-1.60871669197062,-6.04687425889913,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
9.8,-3.85656266099346,-1.61397052257642,-6.09915479941049,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
9.9,-3.88532984655202,-1.61921727144356,-6.15144242166049,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
10,-3.91409703211055,-1.62445720887217,-6.20373685534894,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
10.1,-3.94286421766928,-1.62969007088506,-6.25603836445349,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
10.2,-3.97163140322779,-1.63491681790275,-6.30834598855283,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
10.3,-4.00039858878635,-1.6401371838219,-6.3606599937508,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
10.4,-4.02916577434496,-1.6453515844195,-6.41297996427042,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
10.5,-4.05793295990354,-1.65055998313284,-6.46530593667425,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
10.6,-4.08670014546218,-1.65576250955766,-6.51763778136669,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
10.7,-4.11546733102074,-1.66095960312178,-6.56997505891969,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
10.8,-4.14423451657936,-1.66615135138273,-6.62231768177599,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
10.9,-4.17300170213796,-1.67133762132213,-6.6746657829538,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
11,-4.20176888769648,-1.67651926175581,-6.72701851363714,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
11.1,-4.23053607325517,-1.68169534895208,-6.77937679755827,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
11.2,-4.25930325881372,-1.68686689978923,-6.83173961783821,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
11.3,-4.2880704443723,-1.692033714627,-6.8841071741176,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
11.4,-4.31683762993086,-1.69719618485468,-6.93647907500705,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
11.5,-4.34560481548948,-1.70235337755171,-6.98885625342724,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
11.6,-4.37437200104804,-1.70750667957294,-7.04123732252314,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
11.7,-4.40313918660666,-1.71265610803512,-7.0936222651782,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
11.8,-4.43190637216524,-1.71780135274013,-7.14601139159035,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
11.9,-4.46067355772385,-1.72294246966788,-7.19840464577982,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
12,-4.48944074328248,-1.72807996318585,-7.25080152337911,GDP_pc_PPP_log,GDP,1963 - 2016,1963,2016
6,0.9897401647023,1.62418128700814,0.355299042396465,eci,eci,1964 - 2016,1964,2016
6.1,0.951800935537228,1.56948274402018,0.334119127054278,eci,eci,1964 - 2016,1964,2016
6.2,0.913861706371982,1.51502050235169,0.312702910392274,eci,eci,1964 - 2016,1964,2016
6.3,0.875922477206771,1.46080449535446,0.291040459059081,eci,eci,1964 - 2016,1964,2016
6.4,0.837983248041737,1.40685762188327,0.2691088742002,eci,eci,1964 - 2016,1964,2016
6.5,0.800044018876594,1.35320746627806,0.246880571475124,eci,eci,1964 - 2016,1964,2016
