xvals,yvals,upper,lower,factor,dx_variable,period,first_year,last_year
6.5,-6.01284087137629,-3.78035345226725,-8.24532829048532,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
6.6,-6.07346279554474,-3.81164693910539,-8.33527865198409,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
6.7,-6.13408471971316,-3.8429082498047,-8.42526118962162,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
6.8,-6.19470664388164,-3.87413707808227,-8.51527620968102,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
6.9,-6.2553285680501,-3.90533500893082,-8.60532212716938,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
7,-6.31595049221865,-3.93650812231256,-8.69539286212473,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
7.1,-6.37657241638714,-3.96765279243612,-8.78549204033815,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
7.2,-6.43719434055565,-3.99876775591097,-8.87562092520033,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
7.3,-6.49781626472412,-4.02985985636436,-8.96577267308389,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
7.4,-6.55843818889249,-4.06092201383727,-9.05595436394772,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
7.5,-6.61906011306094,-4.0919668293575,-9.14615339676439,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
7.6,-6.67968203722947,-4.12298395802919,-9.23638011642976,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
7.7,-6.74030396139792,-4.15397978796414,-9.32662813483171,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
7.8,-6.80092588556644,-4.18495519975431,-9.41689657137858,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
7.9,-6.86154780973483,-4.21590387730766,-9.507191742162,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
8,-6.92216973390332,-4.24684139115426,-9.59749807665237,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
8.1,-6.9827916580719,-4.27775028325395,-9.68783303288985,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
8.2,-7.04341358224033,-4.30864440189527,-9.77818276258539,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
8.3,-7.10403550640874,-4.33952186330048,-9.868549149517,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
8.4,-7.16465743057739,-4.37038223321698,-9.95893262793779,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
8.5,-7.22527935474575,-4.40122479364397,-10.0493339158475,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
8.6,-7.2859012789142,-4.43204592725584,-10.1397566305726,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
8.7,-7.34652320308266,-4.46285338837701,-10.2301930177883,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
8.8,-7.40714512725107,-4.49364672863494,-10.3206435258672,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
8.9,-7.46776705141961,-4.52442757389881,-10.4111065289404,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
9,-7.52838897558813,-4.55518908924313,-10.5015888619331,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
9.1,-7.5890108997566,-4.58593589729769,-10.5920859022155,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
9.2,-7.64963282392501,-4.61667054345781,-10.6825951043922,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
9.3,-7.71025474809342,-4.64739063162714,-10.7731188645597,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
9.4,-7.77087667226208,-4.67810317796028,-10.8636501665639,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
9.5,-7.83149859643057,-4.70879871574685,-10.9541984771143,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
9.6,-7.89212052059894,-4.73947749366866,-11.0447635475292,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
9.7,-7.95274244476741,-4.77014930782139,-11.1353355817134,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
9.8,-8.01336436893593,-4.80080820159917,-11.2259205362727,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
9.9,-8.07398629310458,-4.83145936358417,-11.316513222625,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
10,-8.134608217273,-4.86209930920692,-11.4071171253391,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
10.1,-8.19523014144138,-4.89272370716018,-11.4977365757226,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
10.2,-8.25585206560986,-4.92333528594918,-11.5883688452705,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
10.3,-8.31647398977834,-4.95394447098146,-11.6790035085752,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
10.4,-8.37709591394674,-4.98454364586448,-11.769648182029,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
10.5,-8.43771783811531,-5.015135081461,-11.8603005947696,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
10.6,-8.4983397622838,-5.04570910513104,-11.9509704194366,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
10.7,-8.55896168645226,-5.07626153070383,-12.0416618422007,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
10.8,-8.6195836106207,-5.10682903089305,-12.1323381903484,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
10.9,-8.68020553478935,-5.137386442552,-12.2230246270267,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
11,-8.74082745895783,-5.16792535454659,-12.3137295633691,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
11.1,-8.80144938312602,-5.19845101489782,-12.4044477513542,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
11.2,-8.86207130729471,-5.22899222168435,-12.4951503929051,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
11.3,-8.92269323146301,-5.25950673570239,-12.5858797272236,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
11.4,-8.98331515563142,-5.29001530233298,-12.6766150089299,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
11.5,-9.04393707979994,-5.32052036272934,-12.7673537968705,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
11.6,-9.10455900396866,-5.35101492472393,-12.8581030832134,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
11.7,-9.16518092813713,-5.38150430633721,-12.9488575499371,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
11.8,-9.2258028523055,-5.4119859111205,-13.0396197934905,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
11.9,-9.28642477647396,-5.44246017908553,-13.1303893738624,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
12,-9.34704670064237,-5.47292388209884,-13.2211695191859,GDP_pc_PPP_log,GDP,1992 - 2016,1992,2016
6,1.18030314243433,2.42851395366083,-0.0679076687921711,eci,eci,1993 - 2016,1993,2016
6.1,1.13747762832499,2.35632724351334,-0.081371986863358,eci,eci,1993 - 2016,1993,2016
6.2,1.09465211421587,2.28431665202849,-0.0950124235967487,eci,eci,1993 - 2016,1993,2016
6.3,1.05182660010672,2.21250746051986,-0.108854260306413,eci,eci,1993 - 2016,1993,2016
6.4,1.00900108599759,2.14093030130957,-0.122928129314392,eci,eci,1993 - 2016,1993,2016
6.5,0.966175571888496,2.0695954629328,-0.137244319155812,eci,eci,1993 - 2016,1993,2016
6.6,0.92335005777926,1.99851424260147,-0.151814127042945,eci,eci,1993 - 2016,1993,2016
6.7,0.880524543670081,1.92771882373408,-0.166669736393922,eci,eci,1993 - 2016,1993,2016
6.8,0.837699029560994,1.85720981473517,-0.181811755613182,eci,eci,1993 - 2016,1993,2016
6.9,0.794873515451779,1.78704064260462,-0.197293611701066,eci,eci,1993 - 2016,1993,2016
7,0.752048001342607,1.71722981269146,-0.213133810006245,eci,eci,1993 - 2016,1993,2016
7.1,0.709222487233487,1.64779654406141,-0.229351569594438,eci,eci,1993 - 2016,1993,2016
7.2,0.666396973124303,1.57879263460736,-0.245998688358755,eci,eci,1993 - 2016,1993,2016
7.3,0.623571459015187,1.51023579213934,-0.263092874108967,eci,eci,1993 - 2016,1993,2016
7.4,0.58074594490594,1.44218445959406,-0.280692569782179,eci,eci,1993 - 2016,1993,2016
7.5,0.537920430796934,1.37466999450635,-0.298829132912477,eci,eci,1993 - 2016,1993,2016
7.6,0.495094916687694,1.30775325347492,-0.317563420099532,eci,eci,1993 - 2016,1993,2016
7.7,0.452269402578497,1.24148560043085,-0.336946795273855,eci,eci,1993 - 2016,1993,2016
7.8,0.409443888469267,1.17591702818833,-0.357029251249795,eci,eci,1993 - 2016,1993,2016
7.9,0.366618374360124,1.11112291689201,-0.377886168171759,eci,eci,1993 - 2016,1993,2016
8,0.323792860251061,1.047171102866,-0.399585382363873,eci,eci,1993 - 2016,1993,2016
8.1,0.280967346141849,0.984135280890399,-0.422200588606701,eci,eci,1993 - 2016,1993,2016
8.2,0.238141832032735,0.922099563338141,-0.44581589927267,eci,eci,1993 - 2016,1993,2016
8.3,0.195316317923529,0.861147911998494,-0.470515276151436,eci,eci,1993 - 2016,1993,2016
8.4,0.15249080381431,0.801368428655286,-0.496386821026667,eci,eci,1993 - 2016,1993,2016
8.5,0.10966528970523,0.742864563619161,-0.523533984208701,eci,eci,1993 - 2016,1993,2016
8.6,0.0668397755959912,0.685724808348488,-0.552045257156505,eci,eci,1993 - 2016,1993,2016
8.7,0.02401426148693,0.630050657599797,-0.582022134625937,eci,eci,1993 - 2016,1993,2016
8.8,-0.0188112526221998,0.575933508044286,-0.613556013288685,eci,eci,1993 - 2016,1993,2016
8.9,-0.0616367667314559,0.523464080365013,-0.646737613827925,eci,eci,1993 - 2016,1993,2016
9,-0.104462280840536,0.4727278445946,-0.681652406275672,eci,eci,1993 - 2016,1993,2016
9.1,-0.147287794949798,0.423795011161641,-0.718370601061237,eci,eci,1993 - 2016,1993,2016
9.2,-0.19011330905883,0.376723923888012,-0.756950542005671,eci,eci,1993 - 2016,1993,2016
9.3,-0.232938823168178,0.331556051577287,-0.797433697913644,eci,eci,1993 - 2016,1993,2016
9.4,-0.275764337277201,0.288315759263304,-0.839844433817706,eci,eci,1993 - 2016,1993,2016
9.5,-0.318589851386386,0.247007478261986,-0.884187181034757,eci,eci,1993 - 2016,1993,2016
9.6,-0.3614153654955,0.20761544610522,-0.93044617709622,eci,eci,1993 - 2016,1993,2016
9.7,-0.404240879604679,0.170105278523701,-0.978587037733059,eci,eci,1993 - 2016,1993,2016
9.8,-0.447066393713864,0.13442536908144,-1.02855815650917,eci,eci,1993 - 2016,1993,2016
9.9,-0.489891907822991,0.100509626318504,-1.08029344196448,eci,eci,1993 - 2016,1993,2016
10,-0.532717421932169,0.0682789377610495,-1.13371378162539,eci,eci,1993 - 2016,1993,2016
10.1,-0.575542936041292,0.037646285964498,-1.18873215804708,eci,eci,1993 - 2016,1993,2016
10.2,-0.618368450150484,0.00851839555833334,-1.2452552958593,eci,eci,1993 - 2016,1993,2016
10.3,-0.661193964259617,-0.0192009956589568,-1.30318693286028,eci,eci,1993 - 2016,1993,2016
10.4,-0.704019478368757,-0.0456087236990947,-1.36243023303842,eci,eci,1993 - 2016,1993,2016
10.5,-0.746844992477944,-0.0708004019597234,-1.42288958299616,eci,eci,1993 - 2016,1993,2016
10.6,-0.789670506587126,-0.0948688586713399,-1.48447215450291,eci,eci,1993 - 2016,1993,2016
10.7,-0.832496020696344,-0.117902262061088,-1.5470897793316,eci,eci,1993 - 2016,1993,2016
10.8,-0.875321534805462,-0.139984216021957,-1.61065885358897,eci,eci,1993 - 2016,1993,2016
10.9,-0.918147048914611,-0.16119308323922,-1.67510101459,eci,eci,1993 - 2016,1993,2016
11,-0.960972563023763,-0.181601787269202,-1.74034333877832,eci,eci,1993 - 2016,1993,2016
11.1,-1.00379807713294,-0.201276796875371,-1.8063193573905,eci,eci,1993 - 2016,1993,2016
11.2,-1.04662359124208,-0.220279978969191,-1.87296720351498,eci,eci,1993 - 2016,1993,2016
11.3,-1.08944910535126,-0.238667507667725,-1.9402307030348,eci,eci,1993 - 2016,1993,2016
11.4,-1.13227461946036,-0.256491477896725,-2.00805776102399,eci,eci,1993 - 2016,1993,2016
11.5,-1.17510013356956,-0.27379800002063,-2.07640226711849,eci,eci,1993 - 2016,1993,2016
11.6,-1.21792564767871,-0.290630755503028,-2.14522053985439,eci,eci,1993 - 2016,1993,2016
11.7,-1.26075116178782,-0.307027798130373,-2.21447452544527,eci,eci,1993 - 2016,1993,2016
11.8,-1.30357667589706,-0.32302460023409,-2.28412875156003,eci,eci,1993 - 2016,1993,2016
11.9,-1.34640219000614,-0.338653573974636,-2.35415080603764,eci,eci,1993 - 2016,1993,2016
12,-1.38922770411535,-0.353942822811167,-2.42451258541953,eci,eci,1993 - 2016,1993,2016
6,-4.27612159131316,-2.01231708766425,-6.53992609496206,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
6.1,-4.31894710542237,-2.02353211245732,-6.61436209838741,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
6.2,-4.36177261953156,-2.03470783043,-6.68883740863312,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
6.3,-4.40459813364067,-2.04584451149843,-6.7633517557829,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
6.4,-4.44742364774984,-2.05694787924544,-6.83789941625423,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
6.5,-4.49024916185909,-2.06801440590713,-6.91248391781104,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
6.6,-4.5330746759682,-2.07904733622285,-6.98710201571355,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
6.7,-4.5759001900773,-2.09004695399596,-7.06175342615865,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
6.8,-4.61872570418653,-2.10101814557402,-7.13643326279905,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
6.9,-4.66155121829569,-2.1119563486781,-7.21114608791327,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
7,-4.70437673240481,-2.12286694798094,-7.28588651682868,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
7.1,-4.74720224651394,-2.13375019689335,-7.36065429613453,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
7.2,-4.79002776062318,-2.14461073479851,-7.43544478644785,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
7.3,-4.83285327473234,-2.15543976618933,-7.51026678327536,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
7.4,-4.87567878884151,-2.16624612603649,-7.58511145164652,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
7.5,-4.91850430295061,-2.17702928614072,-7.65997931976051,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
7.6,-4.96132981705987,-2.18779052690232,-7.73486910721741,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
7.7,-5.00415533116898,-2.19852262298991,-7.80978803934805,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
7.8,-5.04698084527819,-2.20924774622735,-7.88471394432903,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
7.9,-5.08980635938731,-2.21992895631013,-7.95968376246449,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
8,-5.13263187349634,-2.23059953736642,-8.03466420962626,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
8.1,-5.17545738760555,-2.24125594717259,-8.10965882803851,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
8.2,-5.21828290171476,-2.2518933473161,-8.18467245611342,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
8.3,-5.26110841582402,-2.26251934750176,-8.25969748414629,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
8.4,-5.30393392993313,-2.2731197508757,-8.33474810899057,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
8.5,-5.34675944404224,-2.28369971911713,-8.40981916896734,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
8.6,-5.38958495815144,-2.29427054401429,-8.48489937228859,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
8.7,-5.43241047226069,-2.30481909104751,-8.56000185347386,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
8.8,-5.47523598636984,-2.31535474315829,-8.6351172295814,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
8.9,-5.51806150047894,-2.32587752072228,-8.71024548023559,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
9,-5.56088701458821,-2.33637949539481,-8.78539453378161,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
9.1,-5.60371252869728,-2.34687298666844,-8.86055207072613,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
9.2,-5.64653804280649,-2.35734626263435,-8.93572982297863,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
9.3,-5.68936355691559,-2.36781007214661,-9.01091704168457,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
9.4,-5.73218907102485,-2.3782687055711,-9.0861094364786,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
9.5,-5.77501458513401,-2.38870859928557,-9.16132057098244,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
9.6,-5.81784009924304,-2.39912476133488,-9.23655543715121,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
9.7,-5.86066561335236,-2.40954238991795,-9.31178883678678,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
9.8,-5.90349112746145,-2.41994480629738,-9.38703744862551,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
9.9,-5.94631664157058,-2.43033285764921,-9.46230042549194,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
10,-5.98914215567982,-2.44071637017224,-9.53756794118741,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
10.1,-6.03196766978899,-2.45108616808389,-9.61284917149408,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
10.2,-6.07479318389814,-2.46144520366392,-9.68814116413237,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
10.3,-6.11761869800731,-2.47179423193789,-9.76344316407673,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
10.4,-6.16044421211649,-2.48213027086091,-9.83875815337207,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
10.5,-6.20326972622563,-2.49246349912665,-9.91407595332462,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
10.6,-6.24609524033464,-2.50278035515189,-9.98941012551738,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
10.7,-6.2889207544439,-2.51309156339372,-10.0647499454941,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
10.8,-6.33174626855313,-2.52339405054267,-10.1400984865636,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
10.9,-6.37457178266222,-2.53369109223971,-10.2154524730847,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
11,-6.4173972967714,-2.5439735086986,-10.2908210848442,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
11.1,-6.46022281088063,-2.55425052500953,-10.3661950967517,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
11.2,-6.50304832498984,-2.56451996982802,-10.4415766801517,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
11.3,-6.54587383909893,-2.57478123685742,-10.5169664413404,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
11.4,-6.58869935320804,-2.58503880984636,-10.5923598965697,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
11.5,-6.63152486731714,-2.59528533852973,-10.6677643961046,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
11.6,-6.67435038142641,-2.60552387715037,-10.7431768857024,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
11.7,-6.71717589553566,-2.6157562212135,-10.8185955698578,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
11.8,-6.76000140964469,-2.62598130520469,-10.8940215140847,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
11.9,-6.80282692375388,-2.63619663579931,-10.9694572117085,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
12,-6.84565243786299,-2.64641169892102,-11.044893176805,GDP_pc_PPP_log,GDP,1993 - 2016,1993,2016
6,0.932421918684754,2.2356459015989,-0.370802064229394,eci,eci,1994 - 2016,1994,2016
6.1,0.89687540566236,2.16927491685543,-0.375524105530712,eci,eci,1994 - 2016,1994,2016
6.2,0.861328892639758,2.10308074225393,-0.380422956974409,eci,eci,1994 - 2016,1994,2016
6.3,0.825782379617209,2.03707972952402,-0.385514970289599,eci,eci,1994 - 2016,1994,2016
6.4,0.790235866594738,1.97126766145264,-0.39079592826316,eci,eci,1994 - 2016,1994,2016
6.5,0.754689353572232,1.90566087408094,-0.39628216693648,eci,eci,1994 - 2016,1994,2016
6.6,0.719142840549615,1.84030641318185,-0.402020732082617,eci,eci,1994 - 2016,1994,2016
6.7,0.683596327527105,1.77519285274487,-0.408000197690665,eci,eci,1994 - 2016,1994,2016
6.8,0.64804981450459,1.71034760551928,-0.414247976510095,eci,eci,1994 - 2016,1994,2016
6.9,0.612503301482057,1.64579788762666,-0.420791284662544,eci,eci,1994 - 2016,1994,2016
7,0.576956788459533,1.58157784824537,-0.427664271326302,eci,eci,1994 - 2016,1994,2016
7.1,0.541410275437061,1.51769343366182,-0.434872882787695,eci,eci,1994 - 2016,1994,2016
7.2,0.505863762414499,1.4541971893259,-0.442469664496905,eci,eci,1994 - 2016,1994,2016
7.3,0.470317249391948,1.39112093032547,-0.450486431541579,eci,eci,1994 - 2016,1994,2016
7.4,0.434770736369456,1.3284943476747,-0.458952874935793,eci,eci,1994 - 2016,1994,2016
7.5,0.399224223346909,1.26634996907133,-0.467901522377509,eci,eci,1994 - 2016,1994,2016
7.6,0.363677710324405,1.20476561536284,-0.477410194714031,eci,eci,1994 - 2016,1994,2016
7.7,0.328131197301864,1.143766517806,-0.487504123202275,eci,eci,1994 - 2016,1994,2016
7.8,0.292584684279383,1.08341319435152,-0.498243825792759,eci,eci,1994 - 2016,1994,2016
7.9,0.2570381712569,1.02377975486006,-0.509703412346263,eci,eci,1994 - 2016,1994,2016
8,0.221491658234231,0.964943692571854,-0.521960376103392,eci,eci,1994 - 2016,1994,2016
8.1,0.185945145211805,0.90694943348068,-0.53505914305707,eci,eci,1994 - 2016,1994,2016
8.2,0.150398632189233,0.849912936643093,-0.549115672264628,eci,eci,1994 - 2016,1994,2016
8.3,0.11485211916673,0.793896085933218,-0.564191847599758,eci,eci,1994 - 2016,1994,2016
8.4,0.0793056061441909,0.739018635298049,-0.580407423009667,eci,eci,1994 - 2016,1994,2016
8.5,0.0437590931216813,0.685365635438773,-0.59784744919541,eci,eci,1994 - 2016,1994,2016
8.6,0.00821258009917929,0.633054853231622,-0.616629693033264,eci,eci,1994 - 2016,1994,2016
8.7,-0.0273339329233707,0.582188968093786,-0.636856833940528,eci,eci,1994 - 2016,1994,2016
8.8,-0.0628804459458263,0.5328863923953,-0.658647284286953,eci,eci,1994 - 2016,1994,2016
8.9,-0.0984269589683398,0.485252830766232,-0.682106748702911,eci,eci,1994 - 2016,1994,2016
9,-0.133973471990866,0.439395808804356,-0.707342752786088,eci,eci,1994 - 2016,1994,2016
9.1,-0.16951998501341,0.395411899348528,-0.734451869375349,eci,eci,1994 - 2016,1994,2016
9.2,-0.205066498035932,0.35338661650139,-0.763519612573253,eci,eci,1994 - 2016,1994,2016
9.3,-0.24061301105845,0.313388277725081,-0.794614299841982,eci,eci,1994 - 2016,1994,2016
9.4,-0.276159524081006,0.275466535433406,-0.827785583595419,eci,eci,1994 - 2016,1994,2016
9.5,-0.311706037103502,0.239647534863644,-0.863059609070648,eci,eci,1994 - 2016,1994,2016
9.6,-0.347252550126032,0.205934568246899,-0.900439668498963,eci,eci,1994 - 2016,1994,2016
9.7,-0.38279906314854,0.174307014827686,-0.939905141124766,eci,eci,1994 - 2016,1994,2016
9.8,-0.418345576171051,0.144721099646576,-0.981412251988678,eci,eci,1994 - 2016,1994,2016
9.9,-0.453892089193579,0.117113102897831,-1.02489728128499,eci,eci,1994 - 2016,1994,2016
10,-0.489438602216137,0.0914019806324518,-1.07027918506473,eci,eci,1994 - 2016,1994,2016
10.1,-0.524985115238626,0.067492995399679,-1.11746322587693,eci,eci,1994 - 2016,1994,2016
10.2,-0.560531628261202,0.0452823432710544,-1.16634559979346,eci,eci,1994 - 2016,1994,2016
10.3,-0.596078141283689,0.0246604904174813,-1.21681677298486,eci,eci,1994 - 2016,1994,2016
10.4,-0.631624654306191,0.00551605503300745,-1.26876536364539,eci,eci,1994 - 2016,1994,2016
10.5,-0.667171167328729,-0.0122618918126474,-1.32208044284481,eci,eci,1994 - 2016,1994,2016
10.6,-0.702717680351261,-0.028781258209393,-1.37665410249313,eci,eci,1994 - 2016,1994,2016
10.7,-0.738264193373777,-0.0441462071839104,-1.43238217956364,eci,eci,1994 - 2016,1994,2016
10.8,-0.773810706396273,-0.0584539889542663,-1.48916742383828,eci,eci,1994 - 2016,1994,2016
10.9,-0.809357219418833,-0.0717958916057255,-1.54691854723194,eci,eci,1994 - 2016,1994,2016
11,-0.844903732441329,-0.08425678475039,-1.60555068013227,eci,eci,1994 - 2016,1994,2016
11.1,-0.880450245463892,-0.095914203088596,-1.66498628783919,eci,eci,1994 - 2016,1994,2016
11.2,-0.915996758486381,-0.106839417336264,-1.7251540996365,eci,eci,1994 - 2016,1994,2016
11.3,-0.95154327150889,-0.117097586479485,-1.7859889565383,eci,eci,1994 - 2016,1994,2016
11.4,-0.987089784531447,-0.126746784401494,-1.8474327846614,eci,eci,1994 - 2016,1994,2016
11.5,-1.02263629755398,-0.135840862326767,-1.9094317327812,eci,eci,1994 - 2016,1994,2016
11.6,-1.05818281057652,-0.14442776095482,-1.97193786019823,eci,eci,1994 - 2016,1994,2016
11.7,-1.09372932359903,-0.152550934272722,-2.03490771292534,eci,eci,1994 - 2016,1994,2016
11.8,-1.12927583662151,-0.1602500945209,-2.09830157872212,eci,eci,1994 - 2016,1994,2016
11.9,-1.16482234964404,-0.167560898843317,-2.16208380044476,eci,eci,1994 - 2016,1994,2016
12,-1.20036886266657,-0.174514773967371,-2.22622295136577,eci,eci,1994 - 2016,1994,2016
6,-3.94407430148243,-1.59457933708679,-6.29356926587808,GDP_pc_PPP_log,GDP,1994 - 2016,1994,2016
6.1,-3.97962081450493,-1.59726197448197,-6.3619796545279,GDP_pc_PPP_log,GDP,1994 - 2016,1994,2016
6.2,-4.01516732752749,-1.59990944530875,-6.43042520974623,GDP_pc_PPP_log,GDP,1994 - 2016,1994,2016
6.3,-4.05071384055004,-1.60252582858785,-6.49890185251222,GDP_pc_PPP_log,GDP,1994 - 2016,1994,2016
6.4,-4.08626035357248,-1.60510859603676,-6.56741211110821,GDP_pc_PPP_log,GDP,1994 - 2016,1994,2016
6.5,-4.12180686659507,-1.60766470373997,-6.63594902945017,GDP_pc_PPP_log,GDP,1994 - 2016,1994,2016
6.6,-4.15735337961758,-1.61018688277845,-6.70451987645672,GDP_pc_PPP_log,GDP,1994 - 2016,1994,2016
6.7,-4.19289989264009,-1.61268318718457,-6.77311659809561,GDP_pc_PPP_log,GDP,1994 - 2016,1994,2016
6.8,-4.22844640566269,-1.6151517169831,-6.84174109434229,GDP_pc_PPP_log,GDP,1994 - 2016,1994,2016
6.9,-4.26399291868517,-1.61759498473197,-6.91039085263836,GDP_pc_PPP_log,GDP,1994 - 2016,1994,2016
