xvals,yvals,upper,lower,factor,group,period,first_year,last_year
7.1,-0.159237188975552,2.37771128643629,-2.6961856643874,eci,OPEC,1969 - 2016,1969,2016
7.2,-0.204906296072763,2.32767913113324,-2.73749172327876,eci,OPEC,1969 - 2016,1969,2016
7.3,-0.250575403169851,2.27783872053959,-2.77898952687929,eci,OPEC,1969 - 2016,1969,2016
7.4,-0.296244510265584,2.2281871584647,-2.82067617899587,eci,OPEC,1969 - 2016,1969,2016
7.5,-0.341913617363781,2.17871855583122,-2.86254579055878,eci,OPEC,1969 - 2016,1969,2016
7.6,-0.387582724460869,2.12944535662442,-2.90461080554616,eci,OPEC,1969 - 2016,1969,2016
7.7,-0.433251831557279,2.08035572000347,-2.94685938311803,eci,OPEC,1969 - 2016,1969,2016
7.8,-0.478920938654183,2.03145292216866,-2.98929479947703,eci,OPEC,1969 - 2016,1969,2016
7.9,-0.524590045751456,1.98274810661411,-3.03192819811703,eci,OPEC,1969 - 2016,1969,2016
8,-0.570259152848298,1.93423006203224,-3.07474836772884,eci,OPEC,1969 - 2016,1969,2016
8.1,-0.615928259945262,1.88590999752369,-3.11776651741422,eci,OPEC,1969 - 2016,1969,2016
8.2,-0.66159736704272,1.83777289730775,-3.16096763139319,eci,OPEC,1969 - 2016,1969,2016
8.3,-0.707266474139685,1.78983244928589,-3.20436539756526,eci,OPEC,1969 - 2016,1969,2016
8.4,-0.752935581236773,1.74209178141903,-3.24796294389258,eci,OPEC,1969 - 2016,1969,2016
8.5,-0.798604688333553,1.69453610817929,-3.2917454848464,eci,OPEC,1969 - 2016,1969,2016
8.6,-0.844273795431134,1.64718846639343,-3.3357360572557,eci,OPEC,1969 - 2016,1969,2016
8.7,-0.889942902527483,1.60002216302255,-3.37990796807752,eci,OPEC,1969 - 2016,1969,2016
8.8,-0.935612009624756,1.55305416112695,-3.42427818037646,eci,OPEC,1969 - 2016,1969,2016
8.9,-0.981281116721721,1.50628027854132,-3.46884251198477,eci,OPEC,1969 - 2016,1969,2016
9,-1.02695022381881,1.45970918811575,-3.51360963575337,eci,OPEC,1969 - 2016,1969,2016
9.1,-1.07261933091577,1.41332589896602,-3.55856456079757,eci,OPEC,1969 - 2016,1969,2016
9.2,-1.1182884380128,1.36714805557233,-3.60372493159794,eci,OPEC,1969 - 2016,1969,2016
9.3,-1.16395754510995,1.32115743257839,-3.64907252279829,eci,OPEC,1969 - 2016,1969,2016
9.4,-1.20962665220692,1.27537548953684,-3.69462879395067,eci,OPEC,1969 - 2016,1969,2016
9.5,-1.25529575930413,1.229783921548,-3.74037544015625,eci,OPEC,1969 - 2016,1969,2016
9.6,-1.30096486640091,1.18438575875759,-3.78631549155941,eci,OPEC,1969 - 2016,1969,2016
9.7,-1.34663397349787,1.13917790596595,-3.83244585296169,eci,OPEC,1969 - 2016,1969,2016
9.8,-1.39230308059471,1.09417397917792,-3.87878014036735,eci,OPEC,1969 - 2016,1969,2016
9.9,-1.43797218769199,1.04937379940054,-3.92531817478452,eci,OPEC,1969 - 2016,1969,2016
10,-1.48364129478883,1.00475431862474,-3.9720369082024,eci,OPEC,1969 - 2016,1969,2016
10.1,-1.52931040188585,0.960336622983268,-4.01895742675498,eci,OPEC,1969 - 2016,1969,2016
10.2,-1.57497950898294,0.916111322469947,-4.06607034043583,eci,OPEC,1969 - 2016,1969,2016
10.3,-1.6206486160804,0.872093158941885,-4.11339039110269,eci,OPEC,1969 - 2016,1969,2016
10.4,-1.666317723177,0.828257516587153,-4.16089296294115,eci,OPEC,1969 - 2016,1969,2016
10.5,-1.71198683027421,0.784622215175578,-4.20859587572399,eci,OPEC,1969 - 2016,1969,2016
10.6,-1.75765593737093,0.741183688355418,-4.25649556309727,eci,OPEC,1969 - 2016,1969,2016
10.7,-1.80332504446777,0.69793226874081,-4.30458235767635,eci,OPEC,1969 - 2016,1969,2016
10.8,-1.84899415156516,0.654867609047534,-4.35285591217786,eci,OPEC,1969 - 2016,1969,2016
10.9,-1.89466325866219,0.612006973393126,-4.40133349071751,eci,OPEC,1969 - 2016,1969,2016
11,-1.94033236575916,0.56933350088169,-4.4499982324,eci,OPEC,1969 - 2016,1969,2016
11.1,-1.98600147285594,0.526850578332442,-4.49885352404431,eci,OPEC,1969 - 2016,1969,2016
11.2,-2.03167057995278,0.484557549196688,-4.54789870910224,eci,OPEC,1969 - 2016,1969,2016
11.3,-2.0773396870506,0.442454079882766,-4.59713345398398,eci,OPEC,1969 - 2016,1969,2016
11.4,-2.12300879414701,0.400529981269676,-4.64654756956371,eci,OPEC,1969 - 2016,1969,2016
11.5,-2.16867790124416,0.358811351464388,-4.69616715395272,eci,OPEC,1969 - 2016,1969,2016
11.6,-2.21434700834119,0.317267614543575,-4.74596163122596,eci,OPEC,1969 - 2016,1969,2016
11.7,-2.26001611543828,0.275921557501391,-4.79595378837795,eci,OPEC,1969 - 2016,1969,2016
11.8,-2.30568522253512,0.234745555645842,-4.84611600071608,eci,OPEC,1969 - 2016,1969,2016
11.9,-2.35135432963239,0.193768230098405,-4.89647688936319,eci,OPEC,1969 - 2016,1969,2016
12,-2.39702343672911,0.152953147200149,-4.94700002065837,eci,OPEC,1969 - 2016,1969,2016
6,0.675994985640667,1.40988607808426,-0.057896106802923,eci,No OPEC,1970 - 2016,1970,2016
6.1,0.642409454622984,1.35637609069028,-0.0715571814443151,eci,No OPEC,1970 - 2016,1970,2016
6.2,0.608823923605181,1.30309241596633,-0.0854445687559654,eci,No OPEC,1970 - 2016,1970,2016
6.3,0.575238392587285,1.25005527355429,-0.0995784883797155,eci,No OPEC,1970 - 2016,1970,2016
6.4,0.541652861569599,1.19727607074129,-0.113970347602094,eci,No OPEC,1970 - 2016,1970,2016
6.5,0.508067330551745,1.14479547165579,-0.128660810552296,eci,No OPEC,1970 - 2016,1970,2016
6.6,0.474481799534016,1.09262068056542,-0.143657081497384,eci,No OPEC,1970 - 2016,1970,2016
6.7,0.44089626851622,1.04079595740478,-0.159003420372336,eci,No OPEC,1970 - 2016,1970,2016
6.8,0.407310737498398,0.989350423376465,-0.174728948379668,eci,No OPEC,1970 - 2016,1970,2016
6.9,0.373725206480614,0.938312833768207,-0.190862420806979,eci,No OPEC,1970 - 2016,1970,2016
7,0.340139675462835,0.887735120228779,-0.20745576930311,eci,No OPEC,1970 - 2016,1970,2016
7.1,0.306554144445126,0.83764440698747,-0.224536118097217,eci,No OPEC,1970 - 2016,1970,2016
7.2,0.272968613427312,0.788103908499457,-0.242166681644833,eci,No OPEC,1970 - 2016,1970,2016
7.3,0.239383082409501,0.739158703362392,-0.260392538543391,eci,No OPEC,1970 - 2016,1970,2016
7.4,0.205797551391709,0.69086570613819,-0.279270603354773,eci,No OPEC,1970 - 2016,1970,2016
7.5,0.172212020373952,0.643288104912165,-0.29886406416426,eci,No OPEC,1970 - 2016,1970,2016
7.6,0.138626489356168,0.596487580716168,-0.319234602003831,eci,No OPEC,1970 - 2016,1970,2016
7.7,0.10504095833839,0.550537280287128,-0.340455363610348,eci,No OPEC,1970 - 2016,1970,2016
7.8,0.0714554273205938,0.505507370180589,-0.362596515539401,eci,No OPEC,1970 - 2016,1970,2016
7.9,0.0378698963027858,0.461472942632514,-0.385733150026942,eci,No OPEC,1970 - 2016,1970,2016
8,0.00428436528508134,0.418507918956826,-0.409939188386663,eci,No OPEC,1970 - 2016,1970,2016
8.1,-0.0293011657327394,0.376691695525867,-0.435294026991345,eci,No OPEC,1970 - 2016,1970,2016
8.2,-0.0628866967504977,0.336090183116226,-0.461863576617221,eci,No OPEC,1970 - 2016,1970,2016
8.3,-0.0964722277683316,0.296770144938648,-0.489714600475312,eci,No OPEC,1970 - 2016,1970,2016
8.4,-0.130057758786143,0.258788416098752,-0.518903933671038,eci,No OPEC,1970 - 2016,1970,2016
8.5,-0.163643289803911,0.222189633276252,-0.549476212884073,eci,No OPEC,1970 - 2016,1970,2016
8.6,-0.197228820821724,0.187008708042511,-0.581466349685959,eci,No OPEC,1970 - 2016,1970,2016
8.7,-0.230814351839463,0.153260810590008,-0.614889514268933,eci,No OPEC,1970 - 2016,1970,2016
8.8,-0.264399882857276,0.120948612680687,-0.649748378395239,eci,No OPEC,1970 - 2016,1970,2016
8.9,-0.297985413875018,0.0900587596641135,-0.68602958741415,eci,No OPEC,1970 - 2016,1970,2016
9,-0.331570944892817,0.0605609991382061,-0.723702888923839,eci,No OPEC,1970 - 2016,1970,2016
9.1,-0.365156475910603,0.0324128776192482,-0.762725829440454,eci,No OPEC,1970 - 2016,1970,2016
9.2,-0.398742006928373,0.00555961628049811,-0.803043630137244,eci,No OPEC,1970 - 2016,1970,2016
9.3,-0.432327537946191,-0.0200618548528024,-0.844593221039579,eci,No OPEC,1970 - 2016,1970,2016
9.4,-0.465913068963925,-0.0445218195684599,-0.88730431835939,eci,No OPEC,1970 - 2016,1970,2016
9.5,-0.499498599981798,-0.0678932197693522,-0.931103980194244,eci,No OPEC,1970 - 2016,1970,2016
9.6,-0.533084130999579,-0.0902532858776113,-0.975914976121546,eci,No OPEC,1970 - 2016,1970,2016
9.7,-0.566669662017346,-0.111674475687648,-1.02166484834704,eci,No OPEC,1970 - 2016,1970,2016
9.8,-0.600255193035104,-0.132229705614381,-1.06828068045583,eci,No OPEC,1970 - 2016,1970,2016
9.9,-0.633840724052979,-0.151992899365488,-1.11568854874047,eci,No OPEC,1970 - 2016,1970,2016
10,-0.667426255070713,-0.171026615115441,-1.16382589502598,eci,No OPEC,1970 - 2016,1970,2016
10.1,-0.701011786088498,-0.189394180881654,-1.21262939129534,eci,No OPEC,1970 - 2016,1970,2016
10.2,-0.734597317106246,-0.207153889953145,-1.26204074425935,eci,No OPEC,1970 - 2016,1970,2016
10.3,-0.768182848124106,-0.224357960404979,-1.31200773584323,eci,No OPEC,1970 - 2016,1970,2016
10.4,-0.801768379141868,-0.241054699795506,-1.36248205848823,eci,No OPEC,1970 - 2016,1970,2016
10.5,-0.835353910159592,-0.257289772279132,-1.41341804804005,eci,No OPEC,1970 - 2016,1970,2016
10.6,-0.868939441177441,-0.273102660975454,-1.46477622137943,eci,No OPEC,1970 - 2016,1970,2016
10.7,-0.90252497219515,-0.288530338056444,-1.51651960633386,eci,No OPEC,1970 - 2016,1970,2016
10.8,-0.93611050321296,-0.3036056450148,-1.56861536141112,eci,No OPEC,1970 - 2016,1970,2016
10.9,-0.969696034230706,-0.318359179081149,-1.62103288938026,eci,No OPEC,1970 - 2016,1970,2016
11,-1.00328156524849,-0.33281835203669,-1.6737447784603,eci,No OPEC,1970 - 2016,1970,2016
11.1,-1.03686709626633,-0.347006827095536,-1.72672736543711,eci,No OPEC,1970 - 2016,1970,2016
11.2,-1.07045262728407,-0.360947255402092,-1.77995799916604,eci,No OPEC,1970 - 2016,1970,2016
11.3,-1.10403815830189,-0.374660085397257,-1.83341623120652,eci,No OPEC,1970 - 2016,1970,2016
11.4,-1.13762368931964,-0.388162209819324,-1.88708516881995,eci,No OPEC,1970 - 2016,1970,2016
11.5,-1.17120922033737,-0.401470474801296,-1.94094796587343,eci,No OPEC,1970 - 2016,1970,2016
11.6,-1.20479475135522,-0.414600974340368,-1.99498852837006,eci,No OPEC,1970 - 2016,1970,2016
11.7,-1.23838028237299,-0.427565790962771,-2.04919477378321,eci,No OPEC,1970 - 2016,1970,2016
11.8,-1.27196581339079,-0.440378029442587,-2.10355359733899,eci,No OPEC,1970 - 2016,1970,2016
11.9,-1.30555134440847,-0.453048509252283,-2.15805417956466,eci,No OPEC,1970 - 2016,1970,2016
12,-1.33913687542629,-0.465587303590624,-2.21268644726196,eci,No OPEC,1970 - 2016,1970,2016
6,1.18496610662783,3.76670787490821,-1.39677566165254,eci,OPEC,1970 - 2016,1970,2016
6.1,1.15138057561008,3.72641981832343,-1.42365866710327,eci,OPEC,1970 - 2016,1970,2016
6.2,1.1177950445925,3.6863004426262,-1.45071035344121,eci,OPEC,1970 - 2016,1970,2016
6.3,1.08420951357436,3.64641360581222,-1.4779945786635,eci,OPEC,1970 - 2016,1970,2016
6.4,1.05062398255672,3.60672962216435,-1.50548165705092,eci,OPEC,1970 - 2016,1970,2016
6.5,1.01703845153886,3.56723379698265,-1.53315689390493,eci,OPEC,1970 - 2016,1970,2016
6.6,0.983452920521273,3.52794097199977,-1.56103513095723,eci,OPEC,1970 - 2016,1970,2016
6.7,0.949867389503412,3.4888586689868,-1.58912388997998,eci,OPEC,1970 - 2016,1970,2016
6.8,0.916281858485661,3.44996808264667,-1.61740436567535,eci,OPEC,1970 - 2016,1970,2016
6.9,0.882696327467855,3.4113034051079,-1.64591075017219,eci,OPEC,1970 - 2016,1970,2016
7,0.849110796449994,3.37284712459041,-1.67462553169042,eci,OPEC,1970 - 2016,1970,2016
7.1,0.815525265432189,3.33459504017219,-1.70354450930781,eci,OPEC,1970 - 2016,1970,2016
7.2,0.781939734414438,3.29654566704764,-1.73266619821876,eci,OPEC,1970 - 2016,1970,2016
7.3,0.748354203396577,3.25872128744247,-1.76201288064931,eci,OPEC,1970 - 2016,1970,2016
7.4,0.714768672379047,3.22110028426848,-1.79156293951039,eci,OPEC,1970 - 2016,1970,2016
7.5,0.681183141361075,3.18369604228747,-1.82132975956532,eci,OPEC,1970 - 2016,1970,2016
7.6,0.647597610343435,3.14650559493022,-1.85131037424335,eci,OPEC,1970 - 2016,1970,2016
7.7,0.614012079325409,3.10954394295044,-1.88151978429962,eci,OPEC,1970 - 2016,1970,2016
7.8,0.580426548307768,3.07278379493788,-1.91193069832234,eci,OPEC,1970 - 2016,1970,2016
7.9,0.546841017289907,3.03624423532294,-1.94256220074312,eci,OPEC,1970 - 2016,1970,2016
8,0.513255486272267,2.9999261335412,-1.97341516099667,eci,OPEC,1970 - 2016,1970,2016
8.1,0.479669955254571,2.96382604543491,-2.00448613492576,eci,OPEC,1970 - 2016,1970,2016
8.2,0.446084424236986,2.92794802649212,-2.03577917801815,eci,OPEC,1970 - 2016,1970,2016
8.3,0.412498893219841,2.89229063156924,-2.06729284512955,eci,OPEC,1970 - 2016,1970,2016
8.4,0.37891336220187,2.85684947796525,-2.09902275356151,eci,OPEC,1970 - 2016,1970,2016
8.5,0.34532783118423,2.82163946116333,-2.13098379879487,eci,OPEC,1970 - 2016,1970,2016
8.6,0.311742300166424,2.78664198186401,-2.16315738153116,eci,OPEC,1970 - 2016,1970,2016
8.7,0.278156769148563,2.75187430800587,-2.19556076970875,eci,OPEC,1970 - 2016,1970,2016
8.8,0.244571238131033,2.71732338334943,-2.22818090708736,eci,OPEC,1970 - 2016,1970,2016
8.9,0.210985707113557,2.68300035455398,-2.26102894032687,eci,OPEC,1970 - 2016,1970,2016
9,0.177400176095476,2.6488970935036,-2.29409674131265,eci,OPEC,1970 - 2016,1970,2016
9.1,0.143814645078028,2.61502351821192,-2.32739422805587,eci,OPEC,1970 - 2016,1970,2016
9.2,0.110229114060278,2.58136240407473,-2.36090417595418,eci,OPEC,1970 - 2016,1970,2016
9.3,0.0766435830419206,2.54793259546819,-2.39464542938435,eci,OPEC,1970 - 2016,1970,2016
9.4,0.0430580520246109,2.51473237691893,-2.42861627286971,eci,OPEC,1970 - 2016,1970,2016
9.5,0.00947252100641919,2.48174460403627,-2.46279956202343,eci,OPEC,1970 - 2016,1970,2016
9.6,-0.0241130100110008,2.44898757116446,-2.49721359118646,eci,OPEC,1970 - 2016,1970,2016
9.7,-0.0576985410288067,2.41644975181524,-2.53184683387285,eci,OPEC,1970 - 2016,1970,2016
9.8,-0.0912840720471086,2.3841326329906,-2.56670077708482,eci,OPEC,1970 - 2016,1970,2016
9.9,-0.124869603064418,2.35203780018081,-2.60177700630965,eci,OPEC,1970 - 2016,1970,2016
10,-0.158455134081949,2.32017100501049,-2.63708127317438,eci,OPEC,1970 - 2016,1970,2016
10.1,-0.192040665099865,2.28852031641766,-2.67260164661739,eci,OPEC,1970 - 2016,1970,2016
10.2,-0.225626196117505,2.25709316739721,-2.70834555963222,eci,OPEC,1970 - 2016,1970,2016
10.3,-0.259211727135201,2.22587836122623,-2.74430181549663,eci,OPEC,1970 - 2016,1970,2016
10.4,-0.292797258153392,2.19489412878403,-2.78048864509081,eci,OPEC,1970 - 2016,1970,2016
10.5,-0.326382789171088,2.16412362195654,-2.81688920029871,eci,OPEC,1970 - 2016,1970,2016
10.6,-0.359968320188784,2.13357272571073,-2.85350936608829,eci,OPEC,1970 - 2016,1970,2016
10.7,-0.39355385120659,2.10323667815175,-2.89034438056493,eci,OPEC,1970 - 2016,1970,2016
10.8,-0.427139382224313,2.07312199780374,-2.92740076225237,eci,OPEC,1970 - 2016,1970,2016
10.9,-0.460724913242229,2.04322242112502,-2.96467224760948,eci,OPEC,1970 - 2016,1970,2016
11,-0.494310444259814,2.01353495786672,-3.00215584638635,eci,OPEC,1970 - 2016,1970,2016
11.1,-0.52789597527773,1.98406675215907,-3.03985870271453,eci,OPEC,1970 - 2016,1970,2016
11.2,-0.561481506295371,1.95480721817973,-3.07777023077047,eci,OPEC,1970 - 2016,1970,2016
11.3,-0.595067037313177,1.92576220982492,-3.11589628445127,eci,OPEC,1970 - 2016,1970,2016
11.4,-0.628652568330982,1.89692087503639,-3.15422601169835,eci,OPEC,1970 - 2016,1970,2016
11.5,-0.662238099349009,1.86829170916256,-3.19276790786057,eci,OPEC,1970 - 2016,1970,2016
11.6,-0.695823630366484,1.83987059367691,-3.23151785440987,eci,OPEC,1970 - 2016,1970,2016
11.7,-0.72940916138451,1.81166423538945,-3.27048255815847,eci,OPEC,1970 - 2016,1970,2016
11.8,-0.76299469240193,1.78365162963064,-3.3096410144345,eci,OPEC,1970 - 2016,1970,2016
11.9,-0.796580223419846,1.75584833449342,-3.34900878133311,eci,OPEC,1970 - 2016,1970,2016
12,-0.830165754437597,1.72824828922643,-3.38857979810163,eci,OPEC,1970 - 2016,1970,2016
6,0.476694297009911,1.1457651621965,-0.192376568176682,eci,No OPEC,1971 - 2016,1971,2016
6.1,0.44771034402722,1.09851629693548,-0.203095608881041,eci,No OPEC,1971 - 2016,1971,2016
6.2,0.418726391044475,1.05148714186576,-0.214034359776814,eci,No OPEC,1971 - 2016,1971,2016
6.3,0.389742438061747,1.00469967293465,-0.225214796811153,eci,No OPEC,1971 - 2016,1971,2016
6.4,0.360758485079004,0.95817323520766,-0.236656265049652,eci,No OPEC,1971 - 2016,1971,2016
6.5,0.331774532096264,0.911933648964318,-0.24838458477179,eci,No OPEC,1971 - 2016,1971,2016
6.6,0.30279057911362,0.866002667819005,-0.260421509591765,eci,No OPEC,1971 - 2016,1971,2016
6.7,0.273806626130832,0.820416980930434,-0.27280372866877,eci,No OPEC,1971 - 2016,1971,2016
6.8,0.244822673148155,0.775200146530657,-0.285554800234347,eci,No OPEC,1971 - 2016,1971,2016
6.9,0.215838720165296,0.730396251022018,-0.298718810691427,eci,No OPEC,1971 - 2016,1971,2016
7,0.186854767182644,0.686035683535981,-0.312326149170694,eci,No OPEC,1971 - 2016,1971,2016
7.1,0.157870814199944,0.64216603443098,-0.326424406031091,eci,No OPEC,1971 - 2016,1971,2016
7.2,0.12888686121721,0.598832677660846,-0.341058955226425,eci,No OPEC,1971 - 2016,1971,2016
7.3,0.0999029082344518,0.556087188851002,-0.356281372382098,eci,No OPEC,1971 - 2016,1971,2016
7.4,0.0709189552517344,0.513982067185045,-0.372144156681577,eci,No OPEC,1971 - 2016,1971,2016
7.5,0.0419350022690024,0.472577299967254,-0.38870729542925,eci,No OPEC,1971 - 2016,1971,2016
7.6,0.0129510492862544,0.431936179214581,-0.406034080642073,eci,No OPEC,1971 - 2016,1971,2016
7.7,-0.0160329036963799,0.39212009759248,-0.42418590498524,eci,No OPEC,1971 - 2016,1971,2016
7.8,-0.0450168566792339,0.353203072933676,-0.443236786292144,eci,No OPEC,1971 - 2016,1971,2016
7.9,-0.0740008096619333,0.315247755167662,-0.463249374491528,eci,No OPEC,1971 - 2016,1971,2016
8,-0.102984762644704,0.278324436929003,-0.484293962218411,eci,No OPEC,1971 - 2016,1971,2016
8.1,-0.13196871562743,0.242498549510967,-0.506435980765826,eci,No OPEC,1971 - 2016,1971,2016
8.2,-0.160952668610037,0.207830373874209,-0.529735711094284,eci,No OPEC,1971 - 2016,1971,2016
8.3,-0.189936621592875,0.174377356675528,-0.554250599861279,eci,No OPEC,1971 - 2016,1971,2016
8.4,-0.218920574575601,0.142181093671889,-0.580022242823091,eci,No OPEC,1971 - 2016,1971,2016
8.5,-0.247904527558222,0.111276071471357,-0.607085126587802,eci,No OPEC,1971 - 2016,1971,2016
8.6,-0.276888480540978,0.0816842502822695,-0.635461211364225,eci,No OPEC,1971 - 2016,1971,2016
8.7,-0.305872433523749,0.0534119937240911,-0.665156860771589,eci,No OPEC,1971 - 2016,1971,2016
8.8,-0.334856386506499,0.0264505446596621,-0.696163317672661,eci,No OPEC,1971 - 2016,1971,2016
8.9,-0.363840339489101,0.000778433901108155,-0.728459112879311,eci,No OPEC,1971 - 2016,1971,2016
9,-0.392824292471875,-0.0236386006257546,-0.762009984317996,eci,No OPEC,1971 - 2016,1971,2016
9.1,-0.421808245454713,-0.0468468964935828,-0.796769594415843,eci,No OPEC,1971 - 2016,1971,2016
9.2,-0.450792198437448,-0.0689011130546807,-0.832683283820214,eci,No OPEC,1971 - 2016,1971,2016
9.3,-0.479776151420053,-0.0898620497582061,-0.8696902530819,eci,No OPEC,1971 - 2016,1971,2016
9.4,-0.508760104402811,-0.109796836398648,-0.907723372406974,eci,No OPEC,1971 - 2016,1971,2016
9.5,-0.537744057385627,-0.128773582984901,-0.946714531786352,eci,No OPEC,1971 - 2016,1971,2016
9.6,-0.566728010368322,-0.146859716377495,-0.98659630435915,eci,No OPEC,1971 - 2016,1971,2016
9.7,-0.595711963350996,-0.164122909307525,-1.02730101739447,eci,No OPEC,1971 - 2016,1971,2016
9.8,-0.624695916333744,-0.180629103663386,-1.0687627290041,eci,No OPEC,1971 - 2016,1971,2016
9.9,-0.653679869316466,-0.196439707518804,-1.11092003111413,eci,No OPEC,1971 - 2016,1971,2016
10,-0.68266382229922,-0.211613279684955,-1.15371436491348,eci,No OPEC,1971 - 2016,1971,2016
10.1,-0.711647775281887,-0.226203944556559,-1.19709160600722,eci,No OPEC,1971 - 2016,1971,2016
10.2,-0.740631728264645,-0.240262417733372,-1.24100103879592,eci,No OPEC,1971 - 2016,1971,2016
10.3,-0.769615681247347,-0.253834855022872,-1.28539650747182,eci,No OPEC,1971 - 2016,1971,2016
10.4,-0.798599634230104,-0.266963059465829,-1.33023620899438,eci,No OPEC,1971 - 2016,1971,2016
10.5,-0.827583587212846,-0.279686190954126,-1.37548098347157,eci,No OPEC,1971 - 2016,1971,2016
10.6,-0.856567540195618,-0.292038324482911,-1.42109675590833,eci,No OPEC,1971 - 2016,1971,2016
10.7,-0.885551493178384,-0.304052342708439,-1.46705064364833,eci,No OPEC,1971 - 2016,1971,2016
10.8,-0.914535446161073,-0.315756714443353,-1.51331417787879,eci,No OPEC,1971 - 2016,1971,2016
10.9,-0.943519399143806,-0.327176881519276,-1.55986191676834,eci,No OPEC,1971 - 2016,1971,2016
11,-0.97250335212658,-0.338337021247627,-1.60666968300553,eci,No OPEC,1971 - 2016,1971,2016
11.1,-1.00148730510928,-0.349258708235071,-1.6537159019835,eci,No OPEC,1971 - 2016,1971,2016
11.2,-1.03047125809209,-0.359960552388875,-1.7009819637953,eci,No OPEC,1971 - 2016,1971,2016
11.3,-1.05945521107479,-0.370460330342578,-1.74845009180699,eci,No OPEC,1971 - 2016,1971,2016
11.4,-1.08843916405749,-0.380773742474617,-1.79610458564037,eci,No OPEC,1971 - 2016,1971,2016
11.5,-1.11742311704022,-0.390915361244623,-1.84393087283581,eci,No OPEC,1971 - 2016,1971,2016
11.6,-1.14640707002297,-0.400897654409827,-1.89191648563611,eci,No OPEC,1971 - 2016,1971,2016
11.7,-1.17539102300563,-0.410733585678501,-1.94004846033275,eci,No OPEC,1971 - 2016,1971,2016
11.8,-1.20437497598841,-0.420433030586624,-1.98831692139019,eci,No OPEC,1971 - 2016,1971,2016
11.9,-1.23335892897112,-0.430006152467182,-2.03671170547506,eci,No OPEC,1971 - 2016,1971,2016
12,-1.26234288195385,-0.43946168722864,-2.08522407667906,eci,No OPEC,1971 - 2016,1971,2016
6,0.899436868007074,2.85455261843507,-1.05567888242092,eci,OPEC,1971 - 2016,1971,2016
6.1,0.870452915024557,2.8155282011308,-1.07462237108168,eci,OPEC,1971 - 2016,1971,2016
6.2,0.841468962042324,2.7766904619364,-1.09375253785175,eci,OPEC,1971 - 2016,1971,2016
6.3,0.812485009059284,2.73806721936965,-1.11309720125108,eci,OPEC,1971 - 2016,1971,2016
6.4,0.783501056076386,2.69965764482125,-1.13265553266848,eci,OPEC,1971 - 2016,1971,2016
6.5,0.75451710309382,2.66142489511222,-1.15239068892458,eci,OPEC,1971 - 2016,1971,2016
6.6,0.725533150111065,2.62340394214992,-1.17233764192779,eci,OPEC,1971 - 2016,1971,2016
6.7,0.696549197128167,2.58559277995973,-1.19249438570339,eci,OPEC,1971 - 2016,1971,2016
6.8,0.667565244145887,2.54797738901528,-1.21284690072351,eci,OPEC,1971 - 2016,1971,2016
6.9,0.638581291162942,2.51059750997141,-1.23343492764553,eci,OPEC,1971 - 2016,1971,2016
7,0.609597338180091,2.4734258690394,-1.25423119267922,eci,OPEC,1971 - 2016,1971,2016
7.1,0.58061338519724,2.43647439286429,-1.27524762246981,eci,OPEC,1971 - 2016,1971,2016
7.2,0.551629432214675,2.39973510490142,-1.29647624047207,eci,OPEC,1971 - 2016,1971,2016
7.3,0.522645479232063,2.36322155335321,-1.31793059488909,eci,OPEC,1971 - 2016,1971,2016
7.4,0.493661526249212,2.32694438474459,-1.33962133224617,eci,OPEC,1971 - 2016,1971,2016
7.5,0.464677573266457,2.29089674213163,-1.36154159559871,eci,OPEC,1971 - 2016,1971,2016
7.6,0.435693620283892,2.25507120065736,-1.38368396008957,eci,OPEC,1971 - 2016,1971,2016
7.7,0.406709667300946,2.2194964224361,-1.40607708783421,eci,OPEC,1971 - 2016,1971,2016
7.8,0.377725714318048,2.18415105784902,-1.42869962921292,eci,OPEC,1971 - 2016,1971,2016
7.9,0.348741761335673,2.14904275025487,-1.45155922758353,eci,OPEC,1971 - 2016,1971,2016
8,0.31975780835287,2.11418159641639,-1.47466597971065,eci,OPEC,1971 - 2016,1971,2016
8.1,0.290773855370091,2.07956700197261,-1.49801929123242,eci,OPEC,1971 - 2016,1971,2016
8.2,0.261789902387764,2.04519905169422,-1.5216192469187,eci,OPEC,1971 - 2016,1971,2016
8.3,0.232805949404818,2.0110777546306,-1.54546585582097,eci,OPEC,1971 - 2016,1971,2016
8.4,0.203821996421991,1.97721393300524,-1.56956994016126,eci,OPEC,1971 - 2016,1971,2016
8.5,0.174838043439569,1.94360385345625,-1.59392776657711,eci,OPEC,1971 - 2016,1971,2016
8.6,0.145854090456861,1.91024780849344,-1.61853962757972,eci,OPEC,1971 - 2016,1971,2016
8.7,0.116870137473891,1.87714998050539,-1.64340970555761,eci,OPEC,1971 - 2016,1971,2016
8.8,0.0878861844906603,1.84431253727598,-1.66854016829466,eci,OPEC,1971 - 2016,1971,2016
8.9,0.0589022315086185,1.81173716893883,-1.69393270592159,eci,OPEC,1971 - 2016,1971,2016
9,0.0299182785257679,1.77942326711743,-1.7195867100659,eci,OPEC,1971 - 2016,1971,2016
9.1,0.000934325542536768,1.74737809210543,-1.74550944102036,eci,OPEC,1971 - 2016,1971,2016
9.2,-0.0280496274401711,1.71559465086516,-1.7716939057455,eci,OPEC,1971 - 2016,1971,2016
9.3,-0.0570335804225697,1.6840817355208,-1.79814889636594,eci,OPEC,1971 - 2016,1971,2016
