xvals,yvals,upper,lower,factor,group,period,first_year,last_year
7,0.000738177713047468,1.57013882729914,-1.56866247187305,eci,No OPEC,2003 - 2016,2003,2016
7.1,-0.0392790200543478,1.48966101652389,-1.56821905663258,eci,No OPEC,2003 - 2016,2003,2016
7.2,-0.0792962178217332,1.40968454280515,-1.56827697844862,eci,No OPEC,2003 - 2016,2003,2016
7.3,-0.119313415589206,1.33026014645144,-1.56888697762985,eci,No OPEC,2003 - 2016,2003,2016
7.4,-0.159330613356631,1.25141953073022,-1.57008075744349,eci,No OPEC,2003 - 2016,2003,2016
7.5,-0.199347811124091,1.17322122096017,-1.57191684320835,eci,No OPEC,2003 - 2016,2003,2016
7.6,-0.239365008891487,1.09572075566559,-1.57445077344856,eci,No OPEC,2003 - 2016,2003,2016
7.7,-0.279382206658952,1.01897500750042,-1.57773942081833,eci,No OPEC,2003 - 2016,2003,2016
7.8,-0.319399404426422,0.943052061269454,-1.5818508701223,eci,No OPEC,2003 - 2016,2003,2016
7.9,-0.35941660219377,0.868021521608988,-1.58685472599653,eci,No OPEC,2003 - 2016,2003,2016
8,-0.399433799961214,0.793965234341441,-1.59283283426387,eci,No OPEC,2003 - 2016,2003,2016
8.1,-0.439450997728709,0.7209675439968,-1.59986953945422,eci,No OPEC,2003 - 2016,2003,2016
8.2,-0.479468195496117,0.649122513868471,-1.6080589048607,eci,No OPEC,2003 - 2016,2003,2016
8.3,-0.519485393263527,0.578525968464887,-1.61749675499194,eci,No OPEC,2003 - 2016,2003,2016
8.4,-0.559502591030921,0.509290700842906,-1.62829588290475,eci,No OPEC,2003 - 2016,2003,2016
8.5,-0.599519788798443,0.441530230915971,-1.64056980851286,eci,No OPEC,2003 - 2016,2003,2016
8.6,-0.639536986565918,0.375362408423882,-1.65443638155572,eci,No OPEC,2003 - 2016,2003,2016
8.7,-0.679554184333306,0.310914842860064,-1.67002321152668,eci,No OPEC,2003 - 2016,2003,2016
8.8,-0.719571382100714,0.248317221906455,-1.68745998610788,eci,No OPEC,2003 - 2016,2003,2016
8.9,-0.759588579868217,0.187703243763233,-1.70688040349967,eci,No OPEC,2003 - 2016,2003,2016
9,-0.799605777635634,0.129205048540465,-1.72841660381173,eci,No OPEC,2003 - 2016,2003,2016
9.1,-0.839622975403035,0.0729500473629816,-1.75219599816905,eci,No OPEC,2003 - 2016,2003,2016
9.2,-0.879640173170477,0.0190596484567972,-1.77833999479775,eci,No OPEC,2003 - 2016,2003,2016
9.3,-0.919657370937943,-0.0323530960105707,-1.80696164586531,eci,No OPEC,2003 - 2016,2003,2016
9.4,-0.95967456870535,-0.0811942794154421,-1.83815485799526,eci,No OPEC,2003 - 2016,2003,2016
9.5,-0.999691766472828,-0.127384165458979,-1.87199936748668,eci,No OPEC,2003 - 2016,2003,2016
9.6,-1.03970896424024,-0.170867392600637,-1.90855053587985,eci,No OPEC,2003 - 2016,2003,2016
9.7,-1.07972616200768,-0.211610778787095,-1.94784154522826,eci,No OPEC,2003 - 2016,2003,2016
9.8,-1.11974335977515,-0.249607996331735,-1.98987872321857,eci,No OPEC,2003 - 2016,2003,2016
9.9,-1.15976055754251,-0.284877602205827,-2.0346435128792,eci,No OPEC,2003 - 2016,2003,2016
10,-1.19977775531,-0.317464150259031,-2.08209136036096,eci,No OPEC,2003 - 2016,2003,2016
10.1,-1.2397949530774,-0.347434346490055,-2.13215555966474,eci,No OPEC,2003 - 2016,2003,2016
10.2,-1.27981215084488,-0.374875719701425,-2.18474858198833,eci,No OPEC,2003 - 2016,2003,2016
10.3,-1.31982934861226,-0.399890803302538,-2.23976789392199,eci,No OPEC,2003 - 2016,2003,2016
10.4,-1.35984654637972,-0.422597392474344,-2.29709570028509,eci,No OPEC,2003 - 2016,2003,2016
10.5,-1.39986374414713,-0.443119874114307,-2.35660761417996,eci,No OPEC,2003 - 2016,2003,2016
10.6,-1.43988094191462,-0.461590191155185,-2.41817169267405,eci,No OPEC,2003 - 2016,2003,2016
10.7,-1.47989813968198,-0.478137902426278,-2.48165837693768,eci,No OPEC,2003 - 2016,2003,2016
10.8,-1.51991533744944,-0.492897546458018,-2.54693312844086,eci,No OPEC,2003 - 2016,2003,2016
10.9,-1.55993253521685,-0.505996653336297,-2.6138684170974,eci,No OPEC,2003 - 2016,2003,2016
11,-1.59994973298427,-0.517558879457202,-2.68234058651134,eci,No OPEC,2003 - 2016,2003,2016
11.1,-1.6399669307517,-0.527703081711893,-2.7522307797915,eci,No OPEC,2003 - 2016,2003,2016
11.2,-1.67998412851924,-0.536542267362531,-2.82342598967595,eci,No OPEC,2003 - 2016,2003,2016
11.3,-1.72000132628658,-0.544172822432747,-2.89582983014042,eci,No OPEC,2003 - 2016,2003,2016
11.4,-1.76001852405409,-0.550702404303411,-2.96933464380477,eci,No OPEC,2003 - 2016,2003,2016
11.5,-1.80003572182154,-0.556212151774075,-3.043859291869,eci,No OPEC,2003 - 2016,2003,2016
11.6,-1.84005291958889,-0.560782071283005,-3.11932376789478,eci,No OPEC,2003 - 2016,2003,2016
11.7,-1.88007011735633,-0.564496794406256,-3.1956434403064,eci,No OPEC,2003 - 2016,2003,2016
11.8,-1.92008731512387,-0.567425707063015,-3.27274892318473,eci,No OPEC,2003 - 2016,2003,2016
11.9,-1.96010451289128,-0.569623779571254,-3.35058524621131,eci,No OPEC,2003 - 2016,2003,2016
12,-2.00012171065863,-0.571147744344972,-3.4290956769723,eci,No OPEC,2003 - 2016,2003,2016
6,2.20102332554348,5.62104077488502,-1.21899412379807,eci,OPEC,2003 - 2016,2003,2016
6.1,2.16100612777641,5.56564270372942,-1.2436304481766,eci,OPEC,2003 - 2016,2003,2016
6.2,2.1209889300083,5.51096749691448,-1.26898963689787,eci,OPEC,2003 - 2016,2003,2016
6.3,2.08097173224114,5.45686418497649,-1.2949207204942,eci,OPEC,2003 - 2016,2003,2016
6.4,2.0409545344737,5.4034306384385,-1.3215215694911,eci,OPEC,2003 - 2016,2003,2016
6.5,2.00093733670625,5.35064289077108,-1.34876821735857,eci,OPEC,2003 - 2016,2003,2016
6.6,1.960920138939,5.29853289145064,-1.37669261357264,eci,OPEC,2003 - 2016,2003,2016
6.7,1.92090294117184,5.24707805332002,-1.40527217097634,eci,OPEC,2003 - 2016,2003,2016
6.8,1.88088574340421,5.19630658030557,-1.43453509349716,eci,OPEC,2003 - 2016,2003,2016
6.9,1.84086854563601,5.14630255225997,-1.46456546098795,eci,OPEC,2003 - 2016,2003,2016
7,1.80085134786922,5.09689709503415,-1.4951943992957,eci,OPEC,2003 - 2016,2003,2016
7.1,1.76083415010168,5.04823509004742,-1.52656678984405,eci,OPEC,2003 - 2016,2003,2016
7.2,1.72081695233452,5.00025538770863,-1.55862148303958,eci,OPEC,2003 - 2016,2003,2016
7.3,1.68079975456717,4.95298814621489,-1.59138863708054,eci,OPEC,2003 - 2016,2003,2016
7.4,1.64078255679954,4.90645139140971,-1.62488627781063,eci,OPEC,2003 - 2016,2003,2016
7.5,1.60076535903219,4.86060738167186,-1.65907666360748,eci,OPEC,2003 - 2016,2003,2016
7.6,1.56074816126465,4.81550796523328,-1.69401164270398,eci,OPEC,2003 - 2016,2003,2016
7.7,1.52073096349721,4.77113786578054,-1.72967593878612,eci,OPEC,2003 - 2016,2003,2016
7.8,1.48071376573005,4.72747454796213,-1.76604701650203,eci,OPEC,2003 - 2016,2003,2016
7.9,1.44069656796242,4.68457533360258,-1.80318219767775,eci,OPEC,2003 - 2016,2003,2016
8,1.40067937019469,4.64240071746013,-1.84104197707076,eci,OPEC,2003 - 2016,2003,2016
8.1,1.36066217242772,4.60093148094908,-1.87960713609365,eci,OPEC,2003 - 2016,2003,2016
8.2,1.32064497466037,4.56022231319865,-1.91893236387792,eci,OPEC,2003 - 2016,2003,2016
8.3,1.28062777689283,4.52024676819304,-1.95899121440738,eci,OPEC,2003 - 2016,2003,2016
8.4,1.24061057912538,4.48101712686464,-1.99979596861387,eci,OPEC,2003 - 2016,2003,2016
8.5,1.20059338135756,4.44251728249148,-2.04133051977636,eci,OPEC,2003 - 2016,2003,2016
8.6,1.16057618359012,4.40474946056523,-2.08359709338499,eci,OPEC,2003 - 2016,2003,2016
8.7,1.12055898582296,4.36769960201091,-2.12658163036499,eci,OPEC,2003 - 2016,2003,2016
8.8,1.08054178805551,4.33139351635984,-2.17030994024881,eci,OPEC,2003 - 2016,2003,2016
8.9,1.04052459028807,4.29583169339222,-2.21478251281608,eci,OPEC,2003 - 2016,2003,2016
9,1.00050739252044,4.26097181354833,-2.25995702850746,eci,OPEC,2003 - 2016,2003,2016
9.1,0.960490194752898,4.22686465953204,-2.30588427002624,eci,OPEC,2003 - 2016,2003,2016
9.2,0.920472996985643,4.19344260361642,-2.35249660964513,eci,OPEC,2003 - 2016,2003,2016
9.3,0.880455799218104,4.16076528110426,-2.39985368266805,eci,OPEC,2003 - 2016,2003,2016
9.4,0.840438601450849,4.12877912036625,-2.44790191746455,eci,OPEC,2003 - 2016,2003,2016
9.5,0.800421403683594,4.09749145327503,-2.49664864590785,eci,OPEC,2003 - 2016,2003,2016
9.6,0.760404205915678,4.06690996318935,-2.546101551358,eci,OPEC,2003 - 2016,2003,2016
9.7,0.720387008148328,4.03701831752925,-2.59624430123259,eci,OPEC,2003 - 2016,2003,2016
9.8,0.68036981038079,4.00782073681529,-2.64708111605371,eci,OPEC,2003 - 2016,2003,2016
9.9,0.640352612613535,3.97930228370131,-2.69859705847424,eci,OPEC,2003 - 2016,2003,2016
10,0.600335414845807,3.95145068606037,-2.75077985636876,eci,OPEC,2003 - 2016,2003,2016
10.1,0.560318217078741,3.92426139961599,-2.8036249654585,eci,OPEC,2003 - 2016,2003,2016
10.2,0.520301019310919,3.897764554019,-2.85716251539716,eci,OPEC,2003 - 2016,2003,2016
10.3,0.480283821543569,3.871865514934,-2.91129787184686,eci,OPEC,2003 - 2016,2003,2016
10.4,0.440266623776503,3.8466448810203,-2.96611163346729,eci,OPEC,2003 - 2016,2003,2016
10.5,0.400249426008965,3.82205547429916,-3.02155662228123,eci,OPEC,2003 - 2016,2003,2016
10.6,0.360232228241048,3.79806352950544,-3.07759907302334,eci,OPEC,2003 - 2016,2003,2016
10.7,0.32021503047436,3.77471076685339,-3.13428070590467,eci,OPEC,2003 - 2016,2003,2016
10.8,0.280197832706821,3.75197612933587,-3.19158046392223,eci,OPEC,2003 - 2016,2003,2016
10.9,0.240180634939661,3.72980919548485,-3.24944792560553,eci,OPEC,2003 - 2016,2003,2016
11,0.200163437172311,3.70825405656849,-3.30792718222386,eci,OPEC,2003 - 2016,2003,2016
11.1,0.160146239404395,3.68728484830319,-3.3669923694944,eci,OPEC,2003 - 2016,2003,2016
11.2,0.120129041636951,3.66683962955832,-3.42658154628441,eci,OPEC,2003 - 2016,2003,2016
11.3,0.08011184386979,3.64701738498727,-3.48679369724769,eci,OPEC,2003 - 2016,2003,2016
11.4,0.0400946461019681,3.62768920938314,-3.5474999171792,eci,OPEC,2003 - 2016,2003,2016
11.5,7.74483345240373e-05,3.60892199807407,-3.60876710140502,eci,OPEC,2003 - 2016,2003,2016
11.6,-0.0399397494326367,3.59073395456136,-3.67061345342663,eci,OPEC,2003 - 2016,2003,2016
11.7,-0.0799569471999863,3.57305222379512,-3.73296611819509,eci,OPEC,2003 - 2016,2003,2016
11.8,-0.119974144967997,3.5558295468865,-3.7957778368225,eci,OPEC,2003 - 2016,2003,2016
11.9,-0.159991342735252,3.53913534592868,-3.85911803139918,eci,OPEC,2003 - 2016,2003,2016
12,-0.200008540502413,3.52300574491679,-3.92302282592161,eci,OPEC,2003 - 2016,2003,2016
6,0.873246979534678,2.98348699322067,-1.23699303415132,eci,No OPEC,2004 - 2016,2004,2016
6.1,0.822789646518839,2.88574183215345,-1.24016253911577,eci,No OPEC,2004 - 2016,2004,2016
6.2,0.772332313502848,2.78827006599683,-1.24360543899113,eci,No OPEC,2004 - 2016,2004,2016
6.3,0.721874980487009,2.69107285334166,-1.24732289236764,eci,No OPEC,2004 - 2016,2004,2016
6.4,0.671417647471157,2.59416761220049,-1.25133231725818,eci,No OPEC,2004 - 2016,2004,2016
6.5,0.620960314455162,2.49760788627161,-1.25568725736129,eci,No OPEC,2004 - 2016,2004,2016
6.6,0.570502981439239,2.40138949997989,-1.26038353710141,eci,No OPEC,2004 - 2016,2004,2016
6.7,0.520045648423539,2.3055348913894,-1.26544359454232,eci,No OPEC,2004 - 2016,2004,2016
6.8,0.469588315407597,2.2101006759432,-1.27092404512801,eci,No OPEC,2004 - 2016,2004,2016
6.9,0.419130982391775,2.11511331241607,-1.27685134763252,eci,No OPEC,2004 - 2016,2004,2016
7,0.368673649375886,2.02057793785267,-1.2832306391009,eci,No OPEC,2004 - 2016,2004,2016
7.1,0.318216316359971,1.92657876964678,-1.29014613692684,eci,No OPEC,2004 - 2016,2004,2016
7.2,0.267758983343929,1.83313332265966,-1.2976153559718,eci,No OPEC,2004 - 2016,2004,2016
7.3,0.217301650328184,1.74028533233452,-1.30568203167815,eci,No OPEC,2004 - 2016,2004,2016
7.4,0.166844317312302,1.64809059635429,-1.31440196172969,eci,No OPEC,2004 - 2016,2004,2016
7.5,0.116386984296357,1.55661647344895,-1.32384250485624,eci,No OPEC,2004 - 2016,2004,2016
7.6,0.0659296512805126,1.46591937824993,-1.33406007568891,eci,No OPEC,2004 - 2016,2004,2016
7.7,0.0154723182647015,1.37605425212915,-1.34510961559975,eci,No OPEC,2004 - 2016,2004,2016
7.8,-0.0349850147512692,1.28712108261346,-1.35709111211599,eci,No OPEC,2004 - 2016,2004,2016
7.9,-0.0854423477670727,1.19918413242833,-1.37006882796247,eci,No OPEC,2004 - 2016,2004,2016
8,-0.135899680782977,1.11234360177125,-1.3841429633372,eci,No OPEC,2004 - 2016,2004,2016
8.1,-0.186357013798905,1.02669058393926,-1.39940461153707,eci,No OPEC,2004 - 2016,2004,2016
8.2,-0.23681434681481,0.942334139520203,-1.41596283314982,eci,No OPEC,2004 - 2016,2004,2016
8.3,-0.287271679830679,0.859397092615866,-1.43394045227722,eci,No OPEC,2004 - 2016,2004,2016
8.4,-0.337729012846559,0.777991144594736,-1.45344917028785,eci,No OPEC,2004 - 2016,2004,2016
8.5,-0.388186345862572,0.698254420394332,-1.47462711211948,eci,No OPEC,2004 - 2016,2004,2016
8.6,-0.43864367887833,0.620320607398392,-1.49760796515505,eci,No OPEC,2004 - 2016,2004,2016
8.7,-0.489101011894174,0.544342822083632,-1.52254484587198,eci,No OPEC,2004 - 2016,2004,2016
8.8,-0.539558344910121,0.470456488302503,-1.54957317812274,eci,No OPEC,2004 - 2016,2004,2016
8.9,-0.590015677925961,0.398823442871426,-1.57885479872335,eci,No OPEC,2004 - 2016,2004,2016
9,-0.640473010941765,0.329578953599151,-1.61052497548268,eci,No OPEC,2004 - 2016,2004,2016
9.1,-0.690930343957809,0.262874215667659,-1.64473490358328,eci,No OPEC,2004 - 2016,2004,2016
9.2,-0.741387676973653,0.198834820592192,-1.6816101745395,eci,No OPEC,2004 - 2016,2004,2016
9.3,-0.791845009989438,0.137577593099458,-1.72126761307833,eci,No OPEC,2004 - 2016,2004,2016
9.4,-0.842302343005443,0.0792053587033601,-1.76381004471425,eci,No OPEC,2004 - 2016,2004,2016
9.5,-0.892759676021334,0.0237880331576658,-1.80930738520033,eci,No OPEC,2004 - 2016,2004,2016
9.6,-0.943217009037105,-0.0286278455872001,-1.85780617248701,eci,No OPEC,2004 - 2016,2004,2016
9.7,-0.993674342052979,-0.0780152783630771,-1.90933340574288,eci,No OPEC,2004 - 2016,2004,2016
9.8,-1.04413167506897,-0.124389501129594,-1.96387384900834,eci,No OPEC,2004 - 2016,2004,2016
9.9,-1.0945890080848,-0.167793806358322,-2.02138420981127,eci,No OPEC,2004 - 2016,2004,2016
10,-1.14504634110066,-0.208289355407759,-2.08180332679357,eci,No OPEC,2004 - 2016,2004,2016
10.1,-1.19550367411653,-0.245970741786124,-2.14503660644694,eci,No OPEC,2004 - 2016,2004,2016
10.2,-1.24596100713251,-0.28094764388448,-2.21097437038053,eci,No OPEC,2004 - 2016,2004,2016
10.3,-1.2964183401484,-0.313350357136034,-2.27948632316077,eci,No OPEC,2004 - 2016,2004,2016
10.4,-1.34687567316432,-0.343317307349649,-2.35043403897899,eci,No OPEC,2004 - 2016,2004,2016
10.5,-1.39733300618011,-0.370992448057451,-2.42367356430276,eci,No OPEC,2004 - 2016,2004,2016
10.6,-1.447790339196,-0.396526550434046,-2.49905412795795,eci,No OPEC,2004 - 2016,2004,2016
10.7,-1.49824767221184,-0.420067631237274,-2.5764277131864,eci,No OPEC,2004 - 2016,2004,2016
10.8,-1.54870500522768,-0.441761581015372,-2.65564842943998,eci,No OPEC,2004 - 2016,2004,2016
10.9,-1.59916233824364,-0.461747395954175,-2.73657728053311,eci,No OPEC,2004 - 2016,2004,2016
11,-1.64961967125951,-0.48015931125115,-2.81908003126787,eci,No OPEC,2004 - 2016,2004,2016
11.1,-1.70007700427545,-0.497123574523268,-2.90303043402764,eci,No OPEC,2004 - 2016,2004,2016
11.2,-1.7505343372913,-0.512756531171856,-2.98831214341074,eci,No OPEC,2004 - 2016,2004,2016
11.3,-1.80099167030722,-0.527167914720401,-3.07481542589405,eci,No OPEC,2004 - 2016,2004,2016
11.4,-1.85144900332308,-0.540458634734254,-3.16243937191191,eci,No OPEC,2004 - 2016,2004,2016
11.5,-1.90190633633899,-0.552720798524224,-3.25109187415376,eci,No OPEC,2004 - 2016,2004,2016
11.6,-1.95236366935485,-0.564040149363273,-3.34068718934642,eci,No OPEC,2004 - 2016,2004,2016
11.7,-2.00282100237073,-0.574493168296019,-3.43114883644543,eci,No OPEC,2004 - 2016,2004,2016
11.8,-2.05327833538663,-0.58415106639911,-3.52240560437415,eci,No OPEC,2004 - 2016,2004,2016
11.9,-2.10373566840252,-0.59307854579666,-3.61439279100837,eci,No OPEC,2004 - 2016,2004,2016
12,-2.15419300141831,-0.601333624859054,-3.70705237797757,eci,No OPEC,2004 - 2016,2004,2016
6,1.36943333217882,4.38786615067758,-1.64899948631994,eci,OPEC,2004 - 2016,2004,2016
6.1,1.31897599916279,4.32183607529598,-1.6838840769704,eci,OPEC,2004 - 2016,2004,2016
6.2,1.2685186661471,4.25665730323716,-1.71961997094297,eci,OPEC,2004 - 2016,2004,2016
6.3,1.2180613331312,4.19235927004744,-1.75623660378504,eci,OPEC,2004 - 2016,2004,2016
6.4,1.16760400011537,4.12889242203909,-1.79368442180835,eci,OPEC,2004 - 2016,2004,2016
6.5,1.11714666709981,4.06631863869955,-1.83202530449993,eci,OPEC,2004 - 2016,2004,2016
6.6,1.06668933408358,4.00466425461305,-1.87128558644589,eci,OPEC,2004 - 2016,2004,2016
6.7,1.01623200106782,3.94388459048521,-1.91142058834958,eci,OPEC,2004 - 2016,2004,2016
6.8,0.965774668051987,3.88400757690924,-1.95245824080527,eci,OPEC,2004 - 2016,2004,2016
6.9,0.915317335036494,3.82507644291061,-1.99444177283763,eci,OPEC,2004 - 2016,2004,2016
7,0.864860002020261,3.76708666590422,-2.0373666618637,eci,OPEC,2004 - 2016,2004,2016
7.1,0.814402669004163,3.71001919006148,-2.08121385205315,eci,OPEC,2004 - 2016,2004,2016
7.2,0.763945335988402,3.65389303402176,-2.12600236204496,eci,OPEC,2004 - 2016,2004,2016
7.3,0.713488002972438,3.59871472914473,-2.17173872319986,eci,OPEC,2004 - 2016,2004,2016
7.4,0.663030669956542,3.5444802365409,-2.21841889662782,eci,OPEC,2004 - 2016,2004,2016
7.5,0.612573336940713,3.49121647019547,-2.26606979631405,eci,OPEC,2004 - 2016,2004,2016
7.6,0.562116003924951,3.43891050781693,-2.31467849996703,eci,OPEC,2004 - 2016,2004,2016
7.7,0.511658670908718,3.38756806069507,-2.36425071887763,eci,OPEC,2004 - 2016,2004,2016
7.8,0.461201337893091,3.33716243039424,-2.41475975460806,eci,OPEC,2004 - 2016,2004,2016
7.9,0.410744004877262,3.28774315109837,-2.46625514134384,eci,OPEC,2004 - 2016,2004,2016
8,0.360286671861164,3.23928248566553,-2.5187091419432,eci,OPEC,2004 - 2016,2004,2016
8.1,0.309829338845133,3.19177159529199,-2.57211291760173,eci,OPEC,2004 - 2016,2004,2016
8.2,0.259372005829304,3.14523285517621,-2.6264888435176,eci,OPEC,2004 - 2016,2004,2016
8.3,0.208914672813408,3.09963840325561,-2.6818090576288,eci,OPEC,2004 - 2016,2004,2016
8.4,0.158457339797781,3.05498891047371,-2.73807423087814,eci,OPEC,2004 - 2016,2004,2016
8.5,0.10800000678175,3.01127995593488,-2.79527994237138,eci,OPEC,2004 - 2016,2004,2016
8.6,0.0575426737658538,2.96850924762588,-2.85342390009418,eci,OPEC,2004 - 2016,2004,2016
8.7,0.00708534075022652,2.92668129017593,-2.91251060867547,eci,OPEC,2004 - 2016,2004,2016
8.8,-0.0433719922659388,2.88574467462985,-2.97248865916172,eci,OPEC,2004 - 2016,2004,2016
8.9,-0.0938293252813643,2.84573036091583,-3.03338901147856,eci,OPEC,2004 - 2016,2004,2016
9,-0.144286658297799,2.80664161743732,-3.09521493403291,eci,OPEC,2004 - 2016,2004,2016
9.1,-0.19474399131356,2.76840443171656,-3.15789241434368,eci,OPEC,2004 - 2016,2004,2016
9.2,-0.245201324329322,2.73106957240459,-3.22147222106324,eci,OPEC,2004 - 2016,2004,2016
9.3,-0.295658657345151,2.69459649306216,-3.28591380775246,eci,OPEC,2004 - 2016,2004,2016
9.4,-0.346115990360846,2.65898015900881,-3.35121213973051,eci,OPEC,2004 - 2016,2004,2016
9.5,-0.396573323376944,2.62421488496622,-3.4173615317201,eci,OPEC,2004 - 2016,2004,2016
9.6,-0.447030656393109,2.59026851836103,-3.48432983114725,eci,OPEC,2004 - 2016,2004,2016
9.7,-0.497487989408803,2.55714219959116,-3.55211817840876,eci,OPEC,2004 - 2016,2004,2016
9.8,-0.547945322424834,2.52482769252169,-3.62071833737135,eci,OPEC,2004 - 2016,2004,2016
9.9,-0.598402655440529,2.49329264846691,-3.69009795934797,eci,OPEC,2004 - 2016,2004,2016
10,-0.648859988456425,2.46253719094536,-3.76025716785821,eci,OPEC,2004 - 2016,2004,2016
10.1,-0.699317321472456,2.43253304482451,-3.83116768776942,eci,OPEC,2004 - 2016,2004,2016
10.2,-0.749774654488352,2.40328502934934,-3.90283433832604,eci,OPEC,2004 - 2016,2004,2016
10.3,-0.800231987504181,2.37477172602522,-3.97523570103358,eci,OPEC,2004 - 2016,2004,2016
10.4,-0.850689320520346,2.34697235303073,-4.04835099407143,eci,OPEC,2004 - 2016,2004,2016
10.5,-0.901146653535906,2.31985386246026,-4.12214716953207,eci,OPEC,2004 - 2016,2004,2016
10.6,-0.95160398655187,2.29343413652249,-4.19664210962623,eci,OPEC,2004 - 2016,2004,2016
10.7,-1.0020613195677,2.26768772371666,-4.27181036285206,eci,OPEC,2004 - 2016,2004,2016
10.8,-1.05251865258366,2.24258773093579,-4.34762503610311,eci,OPEC,2004 - 2016,2004,2016
10.9,-1.10297598559956,2.21813208902368,-4.4240840602228,eci,OPEC,2004 - 2016,2004,2016
11,-1.15343331861532,2.1942986478514,-4.50116528508204,eci,OPEC,2004 - 2016,2004,2016
11.1,-1.20389065163135,2.17108205434038,-4.57886335760308,eci,OPEC,2004 - 2016,2004,2016
11.2,-1.25434798464698,2.14845185789772,-4.65714782719167,eci,OPEC,2004 - 2016,2004,2016
11.3,-1.30480531766308,2.12640861389402,-4.73601924922017,eci,OPEC,2004 - 2016,2004,2016
11.4,-1.35526265067857,2.10492876979094,-4.81545407114808,eci,OPEC,2004 - 2016,2004,2016
11.5,-1.40571998369473,2.0840011887302,-4.89544115611967,eci,OPEC,2004 - 2016,2004,2016
11.6,-1.45617731671043,2.06361748594094,-4.9759721193618,eci,OPEC,2004 - 2016,2004,2016
11.7,-1.50663464972626,2.04375838947366,-5.05702768892618,eci,OPEC,2004 - 2016,2004,2016
11.8,-1.55709198274195,2.02440230377805,-5.13858626926196,eci,OPEC,2004 - 2016,2004,2016
11.9,-1.60754931575825,2.0055584565252,-5.22065708804171,eci,OPEC,2004 - 2016,2004,2016
12,-1.65800664877435,1.98719220632177,-5.30320550387047,eci,OPEC,2004 - 2016,2004,2016
6,0.533895527575985,2.89544050957912,-1.82764945442715,eci,No OPEC,2005 - 2016,2005,2016
6.1,0.48678241491228,2.79399025340985,-1.82042542358529,eci,No OPEC,2005 - 2016,2005,2016
6.2,0.439669302248449,2.692810901968,-1.8134722974711,eci,No OPEC,2005 - 2016,2005,2016
6.3,0.392556189584565,2.59192142292661,-1.80680904375748,eci,No OPEC,2005 - 2016,2005,2016
6.4,0.345443076920822,2.49134163155908,-1.80045547771743,eci,No OPEC,2005 - 2016,2005,2016
6.5,0.298329964257013,2.39109069668743,-1.79443076817341,eci,No OPEC,2005 - 2016,2005,2016
6.6,0.251216851593184,2.29119362157468,-1.78875991838831,eci,No OPEC,2005 - 2016,2005,2016
6.7,0.204103738929402,2.1916876176846,-1.78348013982579,eci,No OPEC,2005 - 2016,2005,2016
6.8,0.156990626265599,2.09260116455235,-1.77861991202115,eci,No OPEC,2005 - 2016,2005,2016
6.9,0.109877513601777,1.99396350718927,-1.77420847998572,eci,No OPEC,2005 - 2016,2005,2016
7,0.0627644009380053,1.89582177607576,-1.77029297419975,eci,No OPEC,2005 - 2016,2005,2016
7.1,0.0156512882742099,1.79820750910596,-1.76690493255754,eci,No OPEC,2005 - 2016,2005,2016
7.2,-0.0314618243896656,1.70117608969057,-1.7640997384699,eci,No OPEC,2005 - 2016,2005,2016
7.3,-0.0785749370534274,1.60477332177503,-1.76192319588188,eci,No OPEC,2005 - 2016,2005,2016
7.4,-0.125688049717169,1.50905902271438,-1.76043512214872,eci,No OPEC,2005 - 2016,2005,2016
7.5,-0.172801162381054,1.41410468501761,-1.75970700977972,eci,No OPEC,2005 - 2016,2005,2016
7.6,-0.219914275044845,1.31996183184713,-1.75979038193682,eci,No OPEC,2005 - 2016,2005,2016
7.7,-0.267027387708604,1.22671923833568,-1.76077401375288,eci,No OPEC,2005 - 2016,2005,2016
7.8,-0.314140500372443,1.13446319527388,-1.76274419601877,eci,No OPEC,2005 - 2016,2005,2016
7.9,-0.361253613036326,1.0432888519202,-1.76579607799286,eci,No OPEC,2005 - 2016,2005,2016
8,-0.408366725700179,0.953305444083859,-1.77003889548422,eci,No OPEC,2005 - 2016,2005,2016
8.1,-0.455479838363822,0.864610780050556,-1.7755704567782,eci,No OPEC,2005 - 2016,2005,2016
8.2,-0.502592951027759,0.777348121580796,-1.78253402363631,eci,No OPEC,2005 - 2016,2005,2016
8.3,-0.54970606369155,0.69165166647772,-1.79106379386082,eci,No OPEC,2005 - 2016,2005,2016
8.4,-0.596819176355283,0.607666470048525,-1.80130482275909,eci,No OPEC,2005 - 2016,2005,2016
8.5,-0.643932289019158,0.525568127684227,-1.81343270572254,eci,No OPEC,2005 - 2016,2005,2016
8.6,-0.691045401682925,0.445512360723272,-1.82760316408912,eci,No OPEC,2005 - 2016,2005,2016
8.7,-0.738158514346805,0.367695806681746,-1.84401283537536,eci,No OPEC,2005 - 2016,2005,2016
8.8,-0.785271627010609,0.292305804979652,-1.86284905900087,eci,No OPEC,2005 - 2016,2005,2016
8.9,-0.832384739674322,0.219535208713419,-1.88430468806206,eci,No OPEC,2005 - 2016,2005,2016
9,-0.879497852338142,0.149582842562128,-1.90857854723841,eci,No OPEC,2005 - 2016,2005,2016
9.1,-0.926610965001945,0.0826449882630321,-1.93586691826692,eci,No OPEC,2005 - 2016,2005,2016
9.2,-0.973724077665766,0.0188933332006692,-1.9663414885322,eci,No OPEC,2005 - 2016,2005,2016
