Year,Penn_GDP_PPP,population,GNIpc,PropertyRights,period,ccode,eci,GDP_pc_growth,KOF_econ,pop_growth,hc,primary_exports_1_share_country,oil_exports_share_country,coal_and_metal_exports_share_country,AdvancedCountry,OPECdummy,political_rel,economic_rel,legal_rel
1969,,,,,"(1965,1970]",CEB,,,,,,,,,0,0,,,
1970,,,,,"(1965,1970]",CEB,,,,,,,,,0,0,,,
1971,,,,,"(1970,1975]",CEB,,,,,,,,,0,0,,,
1972,,,,,"(1970,1975]",CEB,,,,,,,,,0,0,,,
1973,,,,,"(1970,1975]",CEB,,,,,,,,,0,0,,,
1974,,,,,"(1970,1975]",CEB,,,,,,,,,0,0,,,
1975,,,,,"(1970,1975]",CEB,,,,,,,,,0,0,,,
1976,,,,,"(1975,1980]",CEB,,,,,,,,,0,0,,,
1977,,,,,"(1975,1980]",CEB,,,,,,,,,0,0,,,
1978,,,,,"(1975,1980]",CEB,,,,,,,,,0,0,,,
1979,,,,,"(1975,1980]",CEB,,,,,,,,,0,0,,,
1980,,,,,"(1975,1980]",CEB,,,,,,,,,0,0,,,
1981,,,,,"(1980,1985]",CEB,,,,,,,,,0,0,,,
1982,,,,,"(1980,1985]",CEB,,,,,,,,,0,0,,,
1983,,,,,"(1980,1985]",CEB,,,,,,,,,0,0,,,
1984,,,,,"(1980,1985]",CEB,,,,,,,,,0,0,,,
1985,,,,,"(1980,1985]",CEB,,,,,,,,,0,0,,,
1986,,,,,"(1985,1990]",CEB,,,,,,,,,0,0,,,
1987,,,,,"(1985,1990]",CEB,,,,,,,,,0,0,,,
1988,,,,,"(1985,1990]",CEB,,,,,,,,,0,0,,,
1989,,,,,"(1985,1990]",CEB,,,,,,,,,0,0,,,
1990,,,,,"(1985,1990]",CEB,,,,,,,,,0,0,,,
1991,,,,,"(1990,1995]",CEB,,,,,,,,,0,0,,,
1992,,,,,"(1990,1995]",CEB,,,,,,,,,0,0,,,
1993,,,,,"(1990,1995]",CEB,,,,,,,,,0,0,,,
1994,,,,,"(1990,1995]",CEB,,,,,,,,,0,0,,,
1995,,,,,"(1990,1995]",CEB,,,,,,,,,0,0,,,
1996,,,,,"(1995,2000]",CEB,,,,,,,,,0,0,,,
1997,,,,,"(1995,2000]",CEB,,,,,,,,,0,0,,,
1998,,,,,"(1995,2000]",CEB,,,,,,,,,0,0,,,
1999,,,,,"(1995,2000]",CEB,,,,,,,,,0,0,,,
2000,,,,,"(1995,2000]",CEB,,,,,,,,,0,0,,,
2001,,,,,"(2000,2005]",CEB,,,,,,,,,0,0,,,
2002,,,,,"(2000,2005]",CEB,,,,,,,,,0,0,,,
2003,,,,,"(2000,2005]",CEB,,,,,,,,,0,0,,,
2004,,,,,"(2000,2005]",CEB,,,,,,,,,0,0,,,
2005,,,,,"(2000,2005]",CEB,,,,,,,,,0,0,,,
2006,,,,,"(2005,2010]",CEB,,,,,,,,,0,0,,,
2007,,,,,"(2005,2010]",CEB,,,,,,,,,0,0,,,
2008,,,,,"(2005,2010]",CEB,,,,,,,,,0,0,,,
2009,,,,,"(2005,2010]",CEB,,,,,,,,,0,0,,,
2010,,,,,"(2005,2010]",CEB,,,,,,,,,0,0,,,
2011,,,,,"(2010,2015]",CEB,,,,,,,,,0,0,,,
2012,,,,,"(2010,2015]",CEB,,,,,,,,,0,0,,,
2013,,,,,"(2010,2015]",CEB,,,,,,,,,0,0,,,
2014,,,,,"(2010,2015]",CEB,,,,,,,,,0,0,,,
2015,,,,,"(2010,2015]",CEB,,,,,,,,,0,0,,,
2016,,,,,"(2015,2020]",CEB,,,,,,,,,0,0,,,
1960,1.93e-05,5327827,68820,,"(1955,1960]",CHE,,,,,2.992251158,,,,0,0,,,
1961,2.05e-05,5434294,68820,,"(1960,1965]",CHE,,5.962945269,,1.978615059,3.010366201,,,,0,0,,,
1962,2.09e-05,5573815,68820,,"(1960,1965]",CHE,2.401385069,2.205646795,,2.535012537,3.028590679,0.073009711,0.000751551,0.022786069,0,0,,,
1963,2.14e-05,5694247,68820,,"(1960,1965]",CHE,2.375367403,2.413780555,,2.137662821,3.046925545,0.073587736,0.000839339,0.027433796,0,0,,,
1964,2.23e-05,5789228,68820,,"(1960,1965]",CHE,2.439450979,3.968327134,,1.654258245,3.065371275,0.067281822,0.001252555,0.031147895,0,0,,,
1965,2.26e-05,5856472,68820,,"(1960,1965]",CHE,2.419356108,1.481676124,,1.154842514,3.083929062,0.076153826,0.001895509,0.034420406,0,0,,,
1966,2.3e-05,5918002,68820,,"(1965,1970]",CHE,2.194576025,1.416463327,,1.045151743,3.102598906,0.073529554,0.001229308,0.036120929,0,0,,,
1967,2.34e-05,5991785,68820,,"(1965,1970]",CHE,2.34478426,2.04099653,,1.239047247,3.12138176,0.071185656,0.001523051,0.032830353,0,0,,,
1968,2.4e-05,6067714,68820,,"(1965,1970]",CHE,2.178086996,2.47063708,,1.259256348,3.140278339,0.071039812,0.001747232,0.033320857,0,0,,,
1969,2.51e-05,6136387,68820,,"(1965,1970]",CHE,2.296820402,4.445017626,,1.12542046,3.15928936,0.079568401,0.002083976,0.031970962,0,0,,,
1970,2.65e-05,6180877,68820,,"(1965,1970]",CHE,2.349083185,5.231822184,66.6491394,0.722403831,3.178415537,0.087189074,0.001742312,0.030324433,0,0,,,
1971,2.74e-05,6213399,68820,,"(1970,1975]",CHE,2.388623714,3.485235292,66.6491394,0.524791842,3.192940235,0.07824852,0.001339824,0.028702014,0,0,,,
1972,2.81e-05,6260956,68820,,"(1970,1975]",CHE,2.355699062,2.481191341,66.6213913,0.76247999,3.207531452,0.073719081,0.001388617,0.032638191,0,0,,,
1973,2.87e-05,6307347,68820,,"(1970,1975]",CHE,2.394728422,2.275694684,67.06915283,0.738225529,3.222189188,0.071072488,0.001564381,0.035771966,0,0,,,
1974,2.9e-05,6341405,68820,,"(1970,1975]",CHE,1.902883649,0.946050028,67.6897049,0.538520833,3.236913919,0.064038649,0.001942057,0.047100925,0,0,,,
1975,2.66e-05,6338632,68820,,"(1970,1975]",CHE,1.951985002,-8.740560341,67.74519348,-0.043738043,3.251706123,0.061035757,0.001747089,0.037000307,0,0,,,
1976,2.65e-05,6302504,68820,,"(1975,1980]",CHE,2.097265005,-0.29286115,68.22737885,-0.571595755,3.2665658,0.053277229,0.001301058,0.043462268,0,0,,,
1977,2.72e-05,6281174,68820,,"(1975,1980]",CHE,1.916116595,2.520797252,68.34485626,-0.339010906,3.281493425,0.052716461,0.001571546,0.056474417,0,0,,,
1978,2.76e-05,6281738,68820,,"(1975,1980]",CHE,2.320718765,1.44769668,68.62055969,0.00897881,3.296489239,0.047862483,0.001001577,0.063584213,0,0,,,
1979,2.84e-05,6294365,68820,,"(1975,1980]",CHE,2.34066844,2.88410218,69.90961456,0.200809492,3.311553478,0.048732028,0.001293009,0.070534615,0,0,,,
1980,2.95e-05,6319408,68820,,"(1975,1980]",CHE,2.021326065,3.963721344,69.1788559,0.397074419,3.326686621,0.040268486,0.001463984,0.066241844,0,0,,,
1981,2.97e-05,6354074,68820,,"(1980,1985]",CHE,2.064604044,0.58905122,69.86365509,0.54706491,3.340091944,0.036225696,0.001595211,0.072819266,0,0,,,
1982,2.91e-05,6391309,68820,,"(1980,1985]",CHE,2.165413857,-2.031083777,69.08708954,0.584291675,3.353551388,0.037727918,0.001125695,0.063866849,0,0,,,
1983,2.92e-05,6418773,68820,,"(1980,1985]",CHE,2.149748802,0.205192432,69.1027832,0.42878792,3.367064714,0.038840175,0.002932937,0.051665644,0,0,,,
1984,3e-05,6441865,68820,,"(1980,1985]",CHE,2.031435013,2.878660066,70.19642639,0.359111652,3.380632639,0.040105832,0.003093598,0.046104732,0,0,,,
1985,3.07e-05,6470365,68820,,"(1980,1985]",CHE,2.094910622,2.167998536,71.91944885,0.441442668,3.3942554,0.037923088,0.003211929,0.037078998,0,0,,,
1986,3.23e-05,6504124,68820,,"(1985,1990]",CHE,2.33917737,5.014053963,70.5962677,0.520391611,3.407932997,0.035316799,0.001546315,0.042207959,0,0,,,
1987,3.29e-05,6545106,68820,,"(1985,1990]",CHE,2.343868017,1.988608908,70.47042084,0.628115755,3.421665668,0.033570527,0.001525128,0.031482763,0,0,,,
1988,3.34e-05,6593386,68820,,"(1985,1990]",CHE,2.251371384,1.314353631,70.12249756,0.734943056,3.435453415,0.033974181,0.001175232,0.041159415,0,0,,,
1989,3.41e-05,6646912,68820,,"(1985,1990]",CHE,2.259485245,2.284018269,71.40638733,0.808536056,3.44929719,0.035205572,0.000948476,0.038054372,0,0,,,
1990,3.55e-05,6715519,68820,,"(1985,1990]",CHE,2.380282402,4.073246722,70.52550507,1.026873072,3.463196516,0.033337892,0.001234156,0.034797378,0,0,1.713785,1.705595,1.558699
1991,3.48e-05,6799978,68820,,"(1990,1995]",CHE,2.592232943,-2.073712334,70.2953186,1.249826024,3.469666958,0.032851321,0.002298723,0.037463395,0,0,1.687005,1.648787,1.55844
1992,3.46e-05,6875364,68820,,"(1990,1995]",CHE,2.586118937,-0.567710239,70.05301666,1.102521072,3.476149559,0.032950875,0.00168324,0.031536174,0,0,1.619453,1.469631,1.397467
1993,3.5e-05,6938265,68820,,"(1990,1995]",CHE,2.456647873,0.990958624,70.25839233,0.910715566,3.482644081,0.032336918,0.001579009,0.034437832,0,0,1.583824,1.491648,1.411661
1994,3.57e-05,6993795,68820,,"(1990,1995]",CHE,2.572948217,2.211757757,70.41610718,0.797158411,3.489151001,0.033508133,0.001489537,0.03907192,0,0,1.569104,1.451507,1.380869
1995,3.61e-05,7040687,68820,,"(1990,1995]",CHE,2.501311302,1.081583462,70.20540619,0.668242326,3.495669842,0.03264533,0.001713738,0.062129274,0,0,1.575527,1.367728,1.388524
1996,3.65e-05,7071850,68820,70,"(1995,2000]",CHE,2.611797333,0.99615301,74.62239838,0.441636407,3.502200842,0.03085415,0.001814185,0.053604315,0,0,1.637926,1.301755,1.71817
1997,3.79e-05,7088906,68820,90,"(1995,2000]",CHE,2.415457249,3.747059715,76.81207275,0.24089121,3.50874424,0.030985505,0.003286729,0.064563776,0,0,1.61733,1.376324,1.747746
1998,3.88e-05,7110001,68820,90,"(1995,2000]",CHE,2.427247286,2.417847402,78.42809296,0.297135766,3.515299797,0.028473847,0.002636722,0.068895848,0,0,1.645885,1.46919,1.765655
1999,3.93e-05,7143991,68820,90,"(1995,2000]",CHE,2.401183128,1.302027436,79.65891266,0.476919931,3.521867752,0.028463525,0.002663183,0.059350848,0,0,1.687181,1.508934,1.802925
2000,3.99e-05,7184250,68820,90,"(1995,2000]",CHE,2.255218983,1.488531683,84.41386414,0.561954617,3.528447628,0.026540415,0.002703091,0.057294833,0,0,1.643864,1.62644,1.686505
2001,3.96e-05,7229854,68820,90,"(2000,2005]",CHE,2.33295536,-0.885238768,83.15441895,0.632771238,3.538948298,0.024911535,0.002627865,0.067300312,0,0,1.712885,1.5797,1.724507
2002,3.99e-05,7284753,68820,90,"(2000,2005]",CHE,2.265254498,0.73929359,80.56768036,0.756469146,3.549480438,0.02447606,0.00256118,0.06466976,0,0,1.636988,1.594087,1.671572
2003,3.98e-05,7339001,68820,90,"(2000,2005]",CHE,2.275715828,-0.152470667,80.8216095,0.741919603,3.560043573,0.02506332,0.002475547,0.063352464,0,0,1.707214,1.534385,1.687436
2004,4.1e-05,7389625,68820,90,"(2000,2005]",CHE,2.279777765,2.971945032,79.67411041,0.68742596,3.570638418,0.026400669,0.00251135,0.064868582,0,0,1.752648,1.434876,1.700341
2005,4.35e-05,7437115,68820,90,"(2000,2005]",CHE,2.200352192,5.866821209,81.15646362,0.64060154,3.581264734,0.025612847,0.003330752,0.07173669,0,0,1.823434,1.358279,1.713147
2006,4.57e-05,7483934,68820,90,"(2005,2010]",CHE,1.944853544,4.930899354,79.7268219,0.627558473,3.59192276,0.026889765,0.003407179,0.072104858,0,0,1.845146,1.200404,1.689648
2007,5.02e-05,7551117,68820,90,"(2005,2010]",CHE,1.9645015,9.383810234,80.28338623,0.893690978,3.602612495,0.027958687,0.002888359,0.081472042,0,0,1.854709,1.273377,1.725225
2008,5.42e-05,7647675,68820,90,"(2005,2010]",CHE,1.918377161,7.773148348,79.52041626,1.270618074,3.613333702,0.029978298,0.003021287,0.109428299,0,0,1.889838,1.320988,1.674744
2009,5.3e-05,7743831,68820,90,"(2005,2010]",CHE,2.065022469,-2.330246971,79.62463379,1.249484631,3.624087095,0.030457338,0.002648423,0.079754631,0,0,1.918016,1.339604,1.710546
2010,5.39e-05,7824909,68820,90,"(2005,2010]",CHE,2.033287525,1.681593752,80.54187775,1.041558058,3.634872437,0.033222937,0.003523371,0.114565779,0,0,1.905201,1.443305,1.768812
2011,5.88e-05,7912398,68820,90,"(2010,2015]",CHE,2.07542491,8.749348533,78.03349304,1.111878943,3.642344713,0.03268988,0.003785605,0.14059401,0,0,,,
2012,6.13e-05,7996861,68820,90,"(2010,2015]",CHE,1.959547758,4.132600313,82.37687683,1.061819329,3.649832249,0.027379805,0.002948641,0.192521985,0,0,,,
2013,6.23e-05,8089346,68820,90,"(2010,2015]",CHE,2.111131907,1.60669965,81.81464386,1.149879758,3.657335281,0.025619176,0.00327549,0.280704163,0,0,,,
2014,6.28e-05,8188649,68820,90,"(2010,2015]",CHE,2.17869544,0.881784003,83.84153748,1.220103973,3.664853811,0.029175379,0.003272155,0.182988192,0,0,,,
2015,,8282396,68820,90,"(2010,2015]",CHE,2.206871748,,83.8171463,1.138337152,,0.028740297,0.002282322,0.201405165,0,0,,,
2016,,8373338,68820,90,"(2015,2020]",CHE,2.096523523,,,1.092031174,,0.027228112,0.002654009,0.215826161,0,0,,,
1970,,,,,"(1965,1970]",CHI,,,,,,,,,0,0,,,
1971,,,,,"(1970,1975]",CHI,,,,,,,,,0,0,,,
1972,,,,,"(1970,1975]",CHI,,,,,,,,,0,0,,,
1973,,,,,"(1970,1975]",CHI,,,,,,,,,0,0,,,
1974,,,,,"(1970,1975]",CHI,,,,,,,,,0,0,,,
1975,,,,,"(1970,1975]",CHI,,,,,,,,,0,0,,,
1976,,,,,"(1975,1980]",CHI,,,,,,,,,0,0,,,
1977,,,,,"(1975,1980]",CHI,,,,,,,,,0,0,,,
1978,,,,,"(1975,1980]",CHI,,,,,,,,,0,0,,,
1979,,,,,"(1975,1980]",CHI,,,,,,,,,0,0,,,
1980,,,,,"(1975,1980]",CHI,,,,,,,,,0,0,,,
1981,,,,,"(1980,1985]",CHI,,,,,,,,,0,0,,,
1982,,,,,"(1980,1985]",CHI,,,,,,,,,0,0,,,
1983,,,,,"(1980,1985]",CHI,,,,,,,,,0,0,,,
1984,,,,,"(1980,1985]",CHI,,,,,,,,,0,0,,,
1985,,,,,"(1980,1985]",CHI,,,,,,,,,0,0,,,
1986,,,,,"(1985,1990]",CHI,,,,,,,,,0,0,,,
1987,,,,,"(1985,1990]",CHI,,,,,,,,,0,0,,,
1988,,,,,"(1985,1990]",CHI,,,,,,,,,0,0,,,
1989,,,,,"(1985,1990]",CHI,,,,,,,,,0,0,,,
1990,,,,,"(1985,1990]",CHI,,,,,,,,,0,0,,,
1991,,,,,"(1990,1995]",CHI,,,,,,,,,0,0,,,
1992,,,,,"(1990,1995]",CHI,,,,,,,,,0,0,,,
1993,,,,,"(1990,1995]",CHI,,,,,,,,,0,0,,,
1994,,,,,"(1990,1995]",CHI,,,,,,,,,0,0,,,
1995,,,,,"(1990,1995]",CHI,,,,,,,,,0,0,,,
1996,,,,,"(1995,2000]",CHI,,,,,,,,,0,0,,,
1997,,,,,"(1995,2000]",CHI,,,,,,,,,0,0,,,
1998,,,,,"(1995,2000]",CHI,,,,,,,,,0,0,,,
1999,,,,,"(1995,2000]",CHI,,,,,,,,,0,0,,,
2000,,,,,"(1995,2000]",CHI,,,,,,,,,0,0,,,
2001,,,,,"(2000,2005]",CHI,,,,,,,,,0,0,,,
2002,,,,,"(2000,2005]",CHI,,,,,,,,,0,0,,,
2003,,,,,"(2000,2005]",CHI,,,,,,,,,0,0,,,
2004,,,,,"(2000,2005]",CHI,,,,,,,,,0,0,,,
2005,,,,,"(2000,2005]",CHI,,,,,,,,,0,0,,,
2006,,,,,"(2005,2010]",CHI,,,,,,,,,0,0,,,
2007,,,,,"(2005,2010]",CHI,,,,,,,,,0,0,,,
2008,,,,,"(2005,2010]",CHI,,,,,,,,,0,0,,,
2009,,,,,"(2005,2010]",CHI,,,,,,,,,0,0,,,
2010,,,,,"(2005,2010]",CHI,,,,,,,,,0,0,,,
2011,,,,,"(2010,2015]",CHI,,,,,,,,,0,0,,,
2012,,,,,"(2010,2015]",CHI,,,,,,,,,0,0,,,
2013,,,,,"(2010,2015]",CHI,,,,,,,,,0,0,,,
2014,,,,,"(2010,2015]",CHI,,,,,,,,,0,0,,,
2015,,,,,"(2010,2015]",CHI,,,,,,,,,0,0,,,
1960,,,,,"(1955,1960]",CHI,,,,,,,,,0,0,,,
1961,,,,,"(1960,1965]",CHI,,,,,,,,,0,0,,,
1962,,,,,"(1960,1965]",CHI,,,,,,,,,0,0,,,
1963,,,,,"(1960,1965]",CHI,,,,,,,,,0,0,,,
1964,,,,,"(1960,1965]",CHI,,,,,,,,,0,0,,,
1965,,,,,"(1960,1965]",CHI,,,,,,,,,0,0,,,
1966,,,,,"(1965,1970]",CHI,,,,,,,,,0,0,,,
1967,,,,,"(1965,1970]",CHI,,,,,,,,,0,0,,,
1968,,,,,"(1965,1970]",CHI,,,,,,,,,0,0,,,
1969,,,,,"(1965,1970]",CHI,,,,,,,,,0,0,,,
2016,,,,,"(2015,2020]",CHI,,,,,,,,,0,0,,,
1960,4.74e-06,7716625,24190,,"(1955,1960]",CHL,,,,,1.942408323,,,,0,0,,,
1961,4.48e-06,7890156,24190,,"(1960,1965]",CHL,,-5.571131311,,2.223881424,1.960026145,,,,0,0,,,
1962,5.47e-06,8067136,24190,,"(1960,1965]",CHL,-0.041040644,19.95017027,,2.218261809,1.977803707,0.646363488,0.002403093,0.811331627,0,0,,,
1963,5.57e-06,8247415,24190,,"(1960,1965]",CHL,0.11546088,1.668805073,,2.210129329,1.995742679,0.655495271,0.004804965,0.780535116,0,0,,,
1964,5.63e-06,8430838,24190,,"(1960,1965]",CHL,0.126201123,1.206466358,,2.199635604,2.013844252,0.635541224,0.004299545,0.798437831,0,0,,,
1965,5.32e-06,8617077,24190,,"(1960,1965]",CHL,0.073670328,-5.774485843,,2.184975809,2.032109976,0.605479881,0.002947157,0.817824833,0,0,,,
1966,5.84e-06,8806137,24190,,"(1965,1970]",CHL,0.436174393,9.311413088,,2.170293274,2.050541401,0.616183456,0.002245692,0.827753689,0,0,,,
1967,6.03e-06,8997325,24190,,"(1965,1970]",CHL,0.315451056,3.27933988,,2.147844615,2.069139957,0.606510398,0.00337678,0.831698279,0,0,,,
1968,6.06e-06,9188822,24190,,"(1965,1970]",CHL,-0.073871307,0.432818651,,2.106043441,2.087907314,0.614592849,0.002036175,0.8355871,0,0,,,
1969,6.35e-06,9378243,24190,,"(1965,1970]",CHL,-0.199507281,4.676562529,,2.04046867,2.106844664,0.60412429,0.00163071,0.8454962,0,0,,,
1970,6.26e-06,9563865,24190,,"(1965,1970]",CHL,-0.056509327,-1.465591719,30.51248932,1.959950202,2.125953913,0.592064665,0.001126481,0.845891616,0,0,,,
1971,6.95e-06,9745189,24190,,"(1970,1975]",CHL,-0.117063262,10.49175358,29.35241318,1.878179327,2.150601625,0.623229475,0.00184244,0.802768774,0,0,,,
1972,6.81e-06,9922558,24190,,"(1970,1975]",CHL,-0.003060779,-2.009306126,29.93292618,1.803702363,2.175535202,0.600583832,0.003670011,0.82521323,0,0,,,
1973,6.51e-06,10096295,24190,,"(1970,1975]",CHL,-0.277844816,-4.436964035,29.22917557,1.735777391,2.200757742,0.612775579,0.004417169,0.872986666,0,0,,,
1974,6.13e-06,10267056,24190,,"(1970,1975]",CHL,-0.066167504,-6.081512884,32.34072113,1.677179781,2.226272583,0.60169674,0.007039732,0.830427876,0,0,,,
1975,5.09e-06,10435534,24190,,"(1970,1975]",CHL,0.376540244,-18.68247321,37.40289688,1.627639048,2.252083302,0.598574712,0.013496734,0.673160892,0,0,,,
1976,5.22e-06,10601836,24190,,"(1975,1980]",CHL,-0.053671405,2.582447635,39.19039154,1.581048051,2.278193474,0.586802644,0.015120004,0.692613925,0,0,,,
1977,5.6e-06,10766419,24190,,"(1975,1980]",CHL,-0.127202734,7.067337712,37.74487305,1.540474453,2.304606199,0.584334105,0.018549484,0.662309722,0,0,,,
1978,5.95e-06,10930783,24190,,"(1975,1980]",CHL,0.035691418,6.043009423,40.13087845,1.515099912,2.331325054,0.470147765,0.018806045,0.627038111,0,0,,,
1979,6.35e-06,11096868,24190,,"(1975,1980]",CHL,-0.164816052,6.52848158,43.45713043,1.507996902,2.358353853,0.483909677,0.008759449,0.663494882,0,0,,,
1980,6.65e-06,11266226,24190,,"(1975,1980]",CHL,-0.088389225,4.61180259,46.6824379,1.514649429,2.385695934,0.37204288,0.001709257,0.502428083,0,0,,,
1981,6.89e-06,11439144,24190,,"(1980,1985]",CHL,-0.176658243,3.535228713,44.94964981,1.523175735,2.412909746,0.376998595,0.000804299,0.462360392,0,0,,,
1982,5.89e-06,11615836,24190,,"(1980,1985]",CHL,-0.242019445,-15.76035664,44.15190506,1.532818155,2.440433979,0.418138475,8.53e-05,0.483551065,0,0,,,
1983,5.6e-06,11797534,24190,,"(1980,1985]",CHL,-0.272105545,-4.945185776,44.22600937,1.552118706,2.468272209,0.407584774,0.016142161,0.483245971,0,0,,,
1984,5.72e-06,11985658,24190,,"(1980,1985]",CHL,-0.041190989,2.062196324,44.49191666,1.582024176,2.496427774,0.427854224,0.010400285,0.474065601,0,0,,,
1985,5.63e-06,12181028,24190,,"(1980,1985]",CHL,-0.327971429,-1.627206336,45.31793976,1.616889104,2.524904728,0.444109111,0.00373385,0.459747831,0,0,,,
1986,5.81e-06,12384108,24190,,"(1985,1990]",CHL,-0.275902539,3.260166018,47.70080948,1.653437836,2.553706646,0.426587324,0.00038468,0.402098694,0,0,,,
1987,6.16e-06,12594145,24190,,"(1985,1990]",CHL,-0.151819244,5.733971294,45.91725159,1.681798568,2.575346947,0.444927333,0.002057141,0.396763049,0,0,,,
1988,6.64e-06,12809025,24190,,"(1985,1990]",CHL,-0.300127327,7.562774862,46.83211899,1.691797718,2.595088959,0.463390944,0.002889321,0.431928154,0,0,,,
1989,7.14e-06,13025797,24190,,"(1985,1990]",CHL,-0.381050199,7.302314834,47.0352478,1.678177519,2.614982367,0.432068574,0.002944657,0.431009834,0,0,,,
1990,7.19e-06,13242132,24190,,"(1985,1990]",CHL,-0.378985167,0.703449339,48.17239761,1.647178895,2.635028124,0.418244088,0.004586883,0.402470034,0,0,0.2752024,0.5274096,0.5110744
1991,7.63e-06,13457244,24190,,"(1990,1995]",CHL,-0.305433393,5.959283402,46.69435501,1.611398369,2.649811745,0.433039715,0.004278734,0.370984889,0,0,0.2703868,0.6383029,0.5240147
1992,8.41e-06,13671033,24190,,"(1990,1995]",CHL,-0.313954592,9.738601548,45.1282196,1.576166639,2.664678097,0.45355331,0.002733045,0.339794455,0,0,0.1689242,0.7842231,0.3328928
1993,8.83e-06,13882668,24190,,"(1990,1995]",CHL,-0.211657062,4.821265091,43.91701508,1.536194081,2.679627895,0.436695367,0.001476879,0.320279502,0,0,0.3835451,0.8723873,0.6413301
1994,9.48e-06,14091389,24190,,"(1990,1995]",CHL,-0.075950943,7.093460047,45.48579788,1.492274598,2.694661617,0.446329411,0.002187252,0.327815275,0,0,0.478211,0.7489155,0.7509686
1995,1.07e-05,14296613,24190,90,"(1990,1995]",CHL,-0.349358618,12.46758284,49.30128098,1.445875446,2.709779739,0.473195264,0.003934152,0.367231423,0,0,0.4690361,0.7899044,0.7199836
1996,1.11e-05,14497826,24190,90,"(1995,2000]",CHL,-0.146767035,3.11036999,45.52038193,1.397605109,2.724982738,0.446199129,0.002747559,0.349239333,0,0,0.6827151,1.045237,1.012627
1997,1.11e-05,14694835,24190,90,"(1995,2000]",CHL,-0.162846014,0.620985391,46.99704361,1.349736435,2.740270853,0.423390238,0.003471759,0.362160737,0,0,0.7569005,0.9768406,1.014304
1998,1.09e-05,14887756,24190,90,"(1995,2000]",CHL,-0.161641717,-2.433765756,48.58571243,1.304305867,2.755644798,0.426448511,0.004399753,0.317177144,0,0,0.5948834,0.7427096,1.039259
1999,1.02e-05,15076952,24190,90,"(1995,2000]",CHL,-0.136995658,-6.021100055,50.96606064,1.262808997,2.771104813,0.444444069,0.005268446,0.316149451,0,0,0.6771538,0.7043577,1.130746
2000,1.05e-05,15262754,24190,90,"(1995,2000]",CHL,-0.132274225,2.466423564,53.35424423,1.224826126,2.78665185,0.425084722,0.014013331,0.359232941,0,0,0.7574505,0.6988353,0.9977595
2001,1.03e-05,15444969,24190,90,"(2000,2005]",CHL,-0.146115974,-1.655454538,65.25566864,1.186783785,2.805292606,0.430449461,0.013378787,0.315986519,0,0,0.9064199,0.915707,1.085183
2002,1.03e-05,15623635,24190,90,"(2000,2005]",CHL,-0.048571795,-0.382861874,66.78785706,1.150151256,2.824057817,0.418261427,0.010423785,0.315096418,0,0,0.9586018,1.082582,1.173708
2003,1.08e-05,15799542,24190,90,"(2000,2005]",CHL,-0.19075726,4.602753541,69.96427155,1.119612046,2.842948914,0.420907101,0.023625121,0.329114395,0,0,1.037404,1.093415,1.104168
2004,1.19e-05,15973778,24190,90,"(2000,2005]",CHL,-0.253190428,9.86547178,72.30234528,1.096755054,2.861965895,0.437498796,0.020809014,0.432309334,0,0,1.125257,1.040093,0.8605953
2005,1.32e-05,16147064,24190,90,"(2000,2005]",CHL,-0.190754727,10.3744842,72.56861115,1.078973466,2.88111043,0.453723543,0.02349113,0.466933316,0,0,1.265907,1.130204,0.8510195
2006,1.52e-05,16319792,24190,90,"(2005,2010]",CHL,-0.273879409,14.23768318,73.20175934,1.064036688,2.900383234,0.421286298,0.02095303,0.554180832,0,0,1.253081,1.111847,0.8708324
2007,1.63e-05,16491687,24190,90,"(2005,2010]",CHL,-0.255939871,6.899630823,74.76698303,1.047783141,2.919784546,0.426808385,0.016952637,0.566439404,0,0,1.205888,1.150848,0.9320599
